"taxon","lfc_(Intercept)","lfc_diagnosis2IBD","lfc_reads_filtered","se_(Intercept)","se_diagnosis2IBD","se_reads_filtered","W_(Intercept)","W_diagnosis2IBD","W_reads_filtered","p_(Intercept)","p_diagnosis2IBD","p_reads_filtered","q_(Intercept)","q_diagnosis2IBD","q_reads_filtered","diff_(Intercept)","diff_diagnosis2IBD","diff_reads_filtered"
"Odoribacter_unclassified",1.0391751680166,-1.83103600299308,-0.557424467337334,0.411201158802231,0.555519146139069,0.238511702127199,2.52716984320658,-3.2960808204704,-2.33709483587543,0.0114985880093723,0.00098043805474411,0.0194342534794755,0.0347832287283511,0.00296582511560093,0.313709285622092,TRUE,TRUE,FALSE
"Parabacteroides_goldsteinii",1.57613332224717,-2.74494962913299,0.614741757336617,0.488546610559249,0.656794136021916,0.289239763979794,3.22616775591368,-4.17931506782119,2.1253708303384,0.00125459798567419,2.92388373376851e-05,0.0335556822719355,0.00690028892120806,0.000160813605357268,0.314249422174176,TRUE,TRUE,FALSE
"Prevotella_copri",1.65478523798076,-2.87881677863916,0.751968041212621,0.525415869472303,0.705057725170109,0.313438069252547,3.14947707925673,-4.08309373242394,2.39909607344709,0.00163562938506934,4.44400876707691e-05,0.0164356018122587,0.0073948691494439,0.000213612626214576,0.313709285622092,TRUE,TRUE,FALSE
"Alistipes_indistinctus",1.44066678851532,-2.51438285202373,0.137415563990147,0.496054974068421,0.666622894258013,0.294168164416337,2.90424824631757,-3.77182193063197,0.467132683316685,0.00368136137198936,0.000162059896025922,0.640404952001967,0.0139201476878348,0.000612788981848017,0.77488999192238,TRUE,TRUE,FALSE
"Alistipes_onderdonkii",2.06200889885626,-3.57191967618988,0.495168206465049,0.574384182059484,0.7691656930898,0.345559104768193,3.58994722219337,-4.64388844728785,1.43294793750903,0.000330744921708779,3.41912221203264e-06,0.151872716254115,0.00210632292246117,2.29840993142194e-05,0.427362759691813,TRUE,TRUE,FALSE
"Alistipes_putredinis",3.78970923916089,-6.51250055842553,0.542260267516833,0.556009965116089,0.745109394346151,0.333509649787115,6.8159016509167,-8.7403280751015,1.62592077279613,9.36743665579109e-12,2.32434446936327e-18,0.10396651048588,1.13345983535072e-09,2.81245680792955e-16,0.349442993577541,TRUE,TRUE,FALSE
"Alistipes_senegalensis",0.966991277134777,-1.7081775624518,0.288416422236281,0.437109603537323,0.589453063442563,0.255487074860844,2.21223983483632,-2.89790259545958,1.12888850597774,0.0269500977828142,0.00375667241250306,0.258944870091313,0.0665502414636842,0.00967143323218874,0.522205488017482,FALSE,TRUE,FALSE
"Alistipes_shahii",2.96869157101039,-5.11511190101788,0.631236002637631,0.532917555378414,0.714878085101731,0.318360511174505,5.57063947518559,-7.15522269827305,1.98277104251672,2.53806040143524e-08,8.35371942417712e-13,0.0473930099660154,1.02368436191222e-06,3.36933350108477e-11,0.314249422174176,TRUE,TRUE,FALSE
"Eubacterium_eligens",1.55864012884983,-2.71517586057287,0.391127208969065,0.544665533969972,0.730257611301711,0.326068172939998,2.86164633456641,-3.71810689618554,1.19952587044133,0.00421446898317875,0.000200721337401059,0.230323531526908,0.0154530529383221,0.000735978237137216,0.494676026168313,TRUE,TRUE,FALSE
"Eubacterium_hallii",1.56940165405479,-2.73349219387627,0.015169265366455,0.500849972666794,0.672899724153634,0.297315482753787,3.1334765692378,-4.06225786065587,0.0510207716932689,0.0017274871006338,4.86003489665885e-05,0.959308968684861,0.0073948691494439,0.000217801563887304,0.967303210090568,TRUE,TRUE,FALSE
"Eubacterium_ramulus",2.1045713591898,-3.64436184352525,-0.0550856575187459,0.439449917746749,0.592517599519714,0.257021788175172,4.78910400070356,-6.15063897929668,-0.214322909780716,1.67527644998392e-06,7.71714008837146e-10,0.830295253673819,3.37847417413423e-05,1.55628991782158e-08,0.905931581467128,TRUE,TRUE,FALSE
"Eubacterium_rectale",2.12796174722989,-3.68417275650256,-0.232316651350295,0.487703123134274,0.655689971054569,0.288686106186904,4.36323174138053,-5.61877246738604,-0.804737901725988,1.28155062289024e-05,1.92318924254014e-08,0.420970942955599,0.00017229736152191,2.58562109274842e-07,0.609856056978069,TRUE,TRUE,FALSE
"Eubacterium_ventriosum",1.80086219223209,-3.12744270582449,-0.422222448947415,0.524906922796402,0.704391475848562,0.313104091425936,3.4308219496099,-4.43992128390955,-1.34850505154542,0.000601755430837508,8.99917876001492e-06,0.177495996524946,0.00346725748244469,5.18524109505621e-05,0.441763332054214,TRUE,TRUE,FALSE
"Anaerostipes_hadrus",0.960569387819322,-1.69724737710176,-0.214738700588551,0.427004134354365,0.576219227700431,0.248862310037919,2.24955523972084,-2.94548896584918,-0.862881569152965,0.0244771925132613,0.00322444648437075,0.388202585173599,0.0623419858219151,0.00848169618714915,0.587156410075068,FALSE,TRUE,FALSE
"Ruminococcus_obeum",0.779577107127933,-1.3891948589553,0.492900128716536,0.447294798886253,0.602789498674977,0.262167326678658,1.74287094119818,-2.30461025284774,1.880097474239,0.0813561609780108,0.0211884112395391,0.0600947946550503,0.151447622743682,0.0400593399997537,0.314249422174176,FALSE,TRUE,FALSE
"Butyrivibrio_crossotus",1.32360966962862,-2.3151492708883,0.173342661380507,0.491627162204298,0.660826713767158,0.291261809450755,2.69230378503495,-3.50341356161343,0.595143804494612,0.00709602768540316,0.00045933570689943,0.55174734996074,0.0232059283765887,0.00150215190634678,0.71786483166935,TRUE,TRUE,FALSE
"Coprococcus_catus",1.22490767673653,-2.1471564850063,-0.0156254359262605,0.451547193475456,0.608357135674142,0.264957106521742,2.7126902667885,-3.5294342074692,-0.0589734547277686,0.00667394551413022,0.000416449238669856,0.952973251360991,0.0224318724224933,0.00139973216330702,0.967303210090568,TRUE,TRUE,FALSE
"Coprococcus_comes",1.48213873236831,-2.58496893827856,0.302231049224815,0.502237324287822,0.67471581837759,0.298226091546354,2.95107245259001,-3.83119658361402,1.01342926655979,0.00316672625005193,0.000127521564429232,0.310855166095123,0.0123604476211704,0.00049774546115926,0.537571111190441,TRUE,TRUE,FALSE
"Coprococcus_sp_ART55_1",1.53356607298728,-2.67249931094824,0.516397019818208,0.487737578742962,0.65573507510401,0.288708722546182,3.14424424080613,-4.0755777941638,1.78864363800302,0.0016651639695694,4.59002337320576e-05,0.0736722252946305,0.0073948691494439,0.000213612626214576,0.314249422174176,TRUE,TRUE,FALSE
"Dorea_formicigenerans",2.00985453243461,-3.48315189091667,0.438134572140806,0.470601220095392,0.633302306607273,0.277460913023414,4.27082303787315,-5.49998295375964,1.57908574352537,1.94752900321484e-05,3.79827967822641e-08,0.114316391251836,0.000235651009388996,4.59591841065396e-07,0.373845495715464,TRUE,TRUE,FALSE
"Dorea_unclassified",1.04979385190263,-1.84910921748597,-0.836739107681982,0.466009103376298,0.627290652420967,0.274447049663344,2.25273249877895,-2.94777103779486,-3.04881800955188,0.024276020531884,0.00320074031825391,0.0022974361182912,0.0623419858219151,0.00848169618714915,0.277989770313235,FALSE,TRUE,FALSE
"Lachnospiraceae_bacterium_3_1_46FAA",1.03439066472443,-1.82289268173318,0.225991328168243,0.53661606689181,0.71971982786604,0.320787197820196,1.92761776723503,-2.53278096719668,0.704489860268405,0.0539026872600845,0.0113161638922183,0.48112776244909,0.106921723909348,0.0236078591544554,0.654117519734156,FALSE,TRUE,FALSE
"Lachnospiraceae_bacterium_5_1_63FAA",1.85635767604161,-3.22189714038918,0.271383608852038,0.441987032296321,0.59583973598925,0.258685735267431,4.20002746776754,-5.40732171049316,1.0490860988971,2.66882601496191e-05,6.39741727184258e-08,0.294138493442693,0.00029357086164581,7.03715899902683e-07,0.531205338903968,TRUE,TRUE,FALSE
"Roseburia_hominis",2.73120198105586,-4.71089982114576,0.259628214221278,0.472490146719597,0.635775111731606,0.278700686199406,5.78044219549981,-7.40969524320492,0.931566469253391,7.45045344349384e-09,1.26589980578756e-13,0.35156061848201,4.50752433331377e-07,7.65869382501475e-12,0.559721511004253,TRUE,TRUE,FALSE
"Roseburia_intestinalis",2.09595558674966,-3.62969762477612,0.746055393723871,0.542817621251753,0.727838433858425,0.324855882350373,3.86125192825599,-4.98695514818355,2.29657344766568,0.000112807511739493,6.13382978025507e-07,0.0216431147981909,0.000909980594698575,4.94795602273909e-06,0.313709285622092,TRUE,TRUE,FALSE
"Roseburia_inulinivorans",2.71440866871891,-4.68231726428945,0.322232767846951,0.511475621574387,0.686809120706953,0.304289556796771,5.30701475148242,-6.81749429808066,1.0589675545854,1.11435162875245e-07,9.26420800424901e-12,0.289614556314045,3.37091367697618e-06,2.80242292128533e-10,0.530960019909082,TRUE,TRUE,FALSE
"Peptostreptococcaceae_noname_unclassified",0.856081662195538,-1.51940715722693,-0.322182353209849,0.40686457482859,0.549837360524113,0.235673936989352,2.10409486388979,-2.76337562034455,-1.36706823556992,0.0353701727953718,0.00572068907836946,0.171603918505217,0.0754798701440144,0.0130604411034473,0.441763332054214,FALSE,TRUE,FALSE
"Faecalibacterium_prausnitzii",2.289641200043,-3.95935445144206,0.0597686419461301,0.502813109428631,0.675469542427918,0.29860401441914,4.55366249826864,-5.86163283870727,0.20016020903937,5.27199130682766e-06,4.58337593397783e-09,0.841355285980973,9.11301354465924e-05,7.92269268587596e-08,0.908964192890158,TRUE,TRUE,FALSE
"Ruminococcus_bromii",1.47717178984885,-2.57651510176818,0.636572147827769,0.576997727314819,0.772587602316953,0.34727267104709,2.56009984081425,-3.3349164470687,1.83306145545052,0.0104642095826708,0.000853250324116851,0.0667934323647651,0.0324658810129016,0.00264726382610613,0.314249422174176,TRUE,TRUE,FALSE
"Ruminococcus_callidus",0.93865916687088,-1.65995573841678,-0.460562519880282,0.439590323965323,0.592701452239604,0.257113867818042,2.13530443164378,-2.80066082535215,-1.79127840823514,0.032736151174193,0.00509980887196933,0.0732486292350582,0.0745136578678744,0.0123415374701658,0.314249422174176,FALSE,TRUE,FALSE
"Subdoligranulum_unclassified",1.34675222928742,-2.35453837495403,0.0893495626552165,0.379825606627876,0.514391439842883,0.218019011018564,3.54571204728403,-4.57732806687687,0.409824639776981,0.000391553817670508,4.70952579399561e-06,0.681934589996727,0.00236890059690657,2.99922432143931e-05,0.800796733673161,TRUE,TRUE,FALSE
"Eubacterium_biforme",1.52628854291923,-2.66011280775159,0.10133369585535,0.401055434106505,0.542225104275274,0.231874770262598,3.80567974679007,-4.90591967575356,0.437019067406903,0.000141415268733993,9.29905775019156e-07,0.662097519970914,0.00106945296980082,7.03241242358237e-06,0.790202436300071,TRUE,TRUE,FALSE
"Veillonella_atypica",0.725572453070904,-1.29727784674713,-0.204722927687966,0.396838137932716,0.536697880624802,0.22911846239113,1.82838387673799,-2.41714732548764,-0.89352436094164,0.0674919594379567,0.0156426844012049,0.371576432307969,0.127601985812387,0.0310289313532098,0.569123396319801,FALSE,TRUE,FALSE
"Veillonella_dispar",0.837130178830658,-1.48715134968166,-0.139779404786429,0.359699898096544,0.487974969044503,0.204946432763473,2.32730168471154,-3.0475976105775,-0.682028971676454,0.0199492141774949,0.00230678593600895,0.495220631556692,0.054860338988111,0.00634366132402462,0.659887374444229,FALSE,TRUE,FALSE
"Veillonella_parvula",1.29786513709385,-2.27133155642255,-0.279814752838924,0.492977011574668,0.662593721890829,0.292147835456638,2.63270924733024,-3.42794005041415,-0.957784788655248,0.00847068269419872,0.000608179746723851,0.338171291124664,0.0269724369999485,0.00193657235141016,0.555040027908724,TRUE,TRUE,FALSE
"Veillonella_unclassified",1.44973935851331,-2.52982454944455,0.134794255096133,0.463775783867731,0.624366908088401,0.272981364305989,3.12594880746678,-4.05182356187007,0.493785557262584,0.00177232401102374,5.08199838823222e-05,0.621457634152193,0.0073948691494439,0.000219614930348607,0.759559330630458,TRUE,TRUE,FALSE
"Oxalobacter_formigenes",0.929981686648452,-1.64518649177558,-0.667280347117078,0.43833610214109,0.591059119649558,0.256291358323216,2.12161782272981,-2.78345505057264,-2.60360064998974,0.0338698444853974,0.0053783314295526,0.00922501765283859,0.0745136578678744,0.0125149635187666,0.313709285622092,FALSE,TRUE,FALSE
"Sutterella_wadsworthensis",1.31574796116456,-2.30176848426006,0.5325595203782,0.477865539493125,0.6428119755244,0.282228870998859,2.75338531956119,-3.5807803399778,1.88697746794428,0.00589824306290217,0.000342569567056522,0.0591633563224554,0.0203910688746046,0.00118431193182398,0.314249422174176,TRUE,TRUE,FALSE
"Bilophila_unclassified",1.65071558505098,-2.87189014713747,-0.0743209599578242,0.514386015021666,0.690618963983964,0.306199664729127,3.2090988806946,-4.15842931762319,-0.242720579147501,0.00133151691651603,3.20443352927e-05,0.808221864245761,0.00700493682167131,0.000168581068278987,0.905507829386454,TRUE,TRUE,FALSE
"Haemophilus_parainfluenzae",1.08864777728349,-1.91523938341198,0.0183163847410459,0.494178774215146,0.664166876773795,0.292936656772482,2.20294321424969,-2.88367193605814,0.0625267760711553,0.0275987512737125,0.00393068005873803,0.950143339431833,0.0667889780823842,0.00990858931473544,0.967303210090568,FALSE,TRUE,FALSE
"Akkermansia_muciniphila",1.30373150060438,-2.28131622562987,0.206497137829556,0.612677339048307,0.819306812023359,0.370656872996289,2.12792512063448,-2.78444679349844,0.557111314732382,0.0333432924237258,0.00536191173532077,0.57745137738474,0.0745136578678744,0.0125149635187666,0.743315070888868,FALSE,TRUE,FALSE
