"taxon","lfc_(Intercept)","lfc_diagnosis2IBD","lfc_reads_filtered","se_(Intercept)","se_diagnosis2IBD","se_reads_filtered","W_(Intercept)","W_diagnosis2IBD","W_reads_filtered","p_(Intercept)","p_diagnosis2IBD","p_reads_filtered","q_(Intercept)","q_diagnosis2IBD","q_reads_filtered","diff_(Intercept)","diff_diagnosis2IBD","diff_reads_filtered"
"PWY-5723: Rubisco shunt",-0.577390019143902,1.0093720163259,-0.420746851455095,0.177741347683192,0.23675124150266,0.112485829680414,-3.24848453480305,4.26342860936827,-3.74044315315528,0.00116021515568375,2.01313838699421e-05,0.00018369609056428,0.0057814111147631,0.000105689765317196,0.00117405762230214,TRUE,TRUE,TRUE
"PWY-5838: superpathway of menaquinol-8 biosynthesis I",-0.541329588491119,0.947660351497425,-0.446030830431165,0.184704508061397,0.245903228147013,0.117031062450374,-2.93078709433111,3.85379386288848,-3.81121747587569,0.00338104415715021,0.00011630152391773,0.000138284040691678,0.010923373430793,0.00038418705653722,0.000923988817348941,TRUE,TRUE,TRUE
"PWY-5845: superpathway of menaquinol-9 biosynthesis",-0.53774337432622,0.94152311900904,-0.446367571190144,0.17826027303372,0.237433255031273,0.112824599535851,-3.01661926785279,3.96542227787353,-3.95629652599217,0.00255610639765876,7.32661233221243e-05,7.61206658277779e-05,0.00883786178018093,0.00026268585678908,0.000573832711624787,TRUE,TRUE,TRUE
"PWY-5850: superpathway of menaquinol-6 biosynthesis I",-0.53774337432622,0.94152311900904,-0.446367571190144,0.17826027303372,0.237433255031273,0.112824599535851,-3.01661926785279,3.96542227787353,-3.95629652599217,0.00255610639765876,7.32661233221243e-05,7.61206658277779e-05,0.00883786178018093,0.00026268585678908,0.000573832711624787,TRUE,TRUE,TRUE
"PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)",-0.468247436293208,0.822591926086568,-0.450007206642845,0.155924192854897,0.208082576537671,0.0982366834195162,-3.00304543970903,3.95319944501767,-4.58084689933093,0.00267292518797547,7.71131085385185e-05,4.63096775799573e-06,0.00883786178018093,0.0002636192315154,7.22776100927319e-05,TRUE,TRUE,TRUE
"PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)",-0.468247436293208,0.822591926086568,-0.450007206642845,0.155924192854897,0.208082576537671,0.0982366834195162,-3.00304543970903,3.95319944501767,-4.58084689933093,0.00267292518797547,7.71131085385185e-05,4.63096775799573e-06,0.00883786178018093,0.0002636192315154,7.22776100927319e-05,TRUE,TRUE,TRUE
"PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)",-0.468247436293208,0.822591926086568,-0.450007206642845,0.155924192854897,0.208082576537671,0.0982366834195162,-3.00304543970903,3.95319944501767,-4.58084689933093,0.00267292518797547,7.71131085385185e-05,4.63096775799573e-06,0.00883786178018093,0.0002636192315154,7.22776100927319e-05,TRUE,TRUE,TRUE
"PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I",-0.523907184071518,0.917844690325737,-0.441094652438998,0.169114186501053,0.22541354176701,0.106852791135905,-3.09794934955534,4.07182586782843,-4.12805924627624,0.00194864730159972,4.66460463945476e-05,3.65837866114703e-05,0.00753818824566207,0.000190471356111069,0.000358521108792409,TRUE,TRUE,TRUE
"PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis",-0.525503391236219,0.920576343824091,-0.443501539862447,0.175006617424551,0.233157128395164,0.11070040919147,-3.00276297530735,3.94830880857248,-4.00632249782704,0.00267540713753777,7.87052371133317e-05,6.16714317543187e-05,0.00883786178018093,0.00026596942196919,0.000518040026736277,TRUE,TRUE,TRUE
"PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis",-0.523907184071518,0.917844690325737,-0.441094652438998,0.169114186501053,0.22541354176701,0.106852791135905,-3.09794934955534,4.07182586782843,-4.12805924627624,0.00194864730159972,4.66460463945476e-05,3.65837866114703e-05,0.00753818824566207,0.000190471356111069,0.000358521108792409,TRUE,TRUE,TRUE
"PWY-5896: superpathway of menaquinol-10 biosynthesis",-0.53774337432622,0.94152311900904,-0.446367571190144,0.17826027303372,0.237433255031273,0.112824599535851,-3.01661926785279,3.96542227787353,-3.95629652599217,0.00255610639765876,7.32661233221243e-05,7.61206658277779e-05,0.00883786178018093,0.00026268585678908,0.000573832711624787,TRUE,TRUE,TRUE
"PWY-5913: TCA cycle VI (obligate autotrophs)",-0.572780135760315,1.00148293754574,-0.286222497099029,0.180958027281098,0.240978947206151,0.114585670729275,-3.16526514112891,4.15589390341637,-2.49789083815961,0.00154941690152285,3.24018170231867e-05,0.012493465924056,0.00686006102397578,0.000148845846950264,0.0408119886852497,TRUE,TRUE,TRUE
"PWY-5918: superpathay of heme biosynthesis from glutamate",-0.367303614057475,0.649842704528508,-0.3564064424038,0.161208184645474,0.2150249901473,0.101688928045046,-2.27844271595293,3.02217293014799,-3.50486969678666,0.0227002138269537,0.00250967130228183,0.000456830812874364,0.0538214747187451,0.00609787903199057,0.00239836176759041,FALSE,TRUE,TRUE
"PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I",-0.333467979349339,0.591938422450666,-0.176639368675179,0.165726654108804,0.220962125739241,0.104640405974349,-2.01215659087891,2.67891350370704,-1.68806081198193,0.044203432777163,0.00738614709988208,0.0913995560149006,0.0920480322039708,0.016085387017521,0.208305964871169,FALSE,TRUE,FALSE
"PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)",-0.471030707859297,0.827355050622347,-0.0186648151841995,0.161079167674948,0.21485547246913,0.101604645491735,-2.92421866004311,3.85075158251424,-0.183700411471027,0.00345322079939904,0.000117755895719365,0.854248486095421,0.0110352925546013,0.000384669259349927,0.915072100502025,TRUE,TRUE,FALSE
"PWY-6519: 8-amino-7-oxononanoate biosynthesis I",-0.498228117236618,0.873899070793845,-0.0394382050930747,0.161103827025175,0.214887872795717,0.101620754672058,-3.0925902036999,4.0667677492653,-0.388092031203138,0.00198417921659979,4.76697088545453e-05,0.697947928886177,0.00757595700883555,0.000190593465352467,0.844585310865394,TRUE,TRUE,FALSE
"PWY-6628: superpathway of L-phenylalanine biosynthesis",-0.564822834889446,0.987865288632706,-0.358227075332038,0.200683242570157,0.266908129132525,0.127457275963448,-2.81449924595467,3.70114350523288,-2.81056591414027,0.00488532922682498,0.000214630042490621,0.00494544579501908,0.0142206613137281,0.000631012324922425,0.0181745132966951,TRUE,TRUE,TRUE
"PWY-6629: superpathway of L-tryptophan biosynthesis",-0.548485640729481,0.959906791410498,-0.419657642405157,0.176839012700747,0.235565333007048,0.111896743250566,-3.10160994654301,4.07490685983823,-3.75040086256517,0.00192471382807206,4.60327672347429e-05,0.000176552097954143,0.00753818824566207,0.000190471356111069,0.00115347370663373,TRUE,TRUE,TRUE
"PWY-6630: superpathway of L-tyrosine biosynthesis",-0.514804538172667,0.902266966416363,-0.427107040938621,0.19780602412539,0.263125548918669,0.125580255749917,-2.60257259832658,3.42903594928081,-3.40106841149591,0.00925272228474434,0.000605729290082831,0.000671230274196519,0.0238622837869722,0.0016043640656248,0.00328902834356294,TRUE,TRUE,TRUE
"PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)",-0.468247436293208,0.822591926086568,-0.450007206642845,0.155924192854897,0.208082576537671,0.0982366834195162,-3.00304543970903,3.95319944501767,-4.58084689933093,0.00267292518797547,7.71131085385185e-05,4.63096775799573e-06,0.00883786178018093,0.0002636192315154,7.22776100927319e-05,TRUE,TRUE,TRUE
"PWY-6803: phosphatidylcholine acyl editing",-0.517388918524367,0.906689720420303,-0.45894709836316,0.178428484516244,0.237654333277127,0.112934411598796,-2.89969911433768,3.81516174318193,-4.06383751299459,0.00373521022728549,0.000136093762827911,4.82724362880169e-05,0.0115594927033888,0.00043490832903702,0.000443503008396155,TRUE,TRUE,TRUE
"PWY-6859: all-trans-farnesol biosynthesis",-0.46322163522532,0.8139910706508,-0.443829802238968,0.148951530019269,0.198922506205998,0.0936799143055331,-3.10988168544086,4.09200088102579,-4.73772639022102,0.00187162296782775,4.27667026597198e-05,2.16129348439108e-06,0.00753818824566207,0.000187818019365599,7.22776100927319e-05,TRUE,TRUE,TRUE
"PWY-6891: thiazole biosynthesis II (Bacillus)",-0.465078657278239,0.817169067153733,-0.428610168072003,0.161249049051182,0.215078682692058,0.10171562332334,-2.88422573661577,3.79939590909493,-4.21380859761839,0.00392377376650965,0.000145049217952072,2.51100101362461e-05,0.0120165571599358,0.000458542689009776,0.000263655106430584,TRUE,TRUE,TRUE
"PWY-6892: thiazole biosynthesis I (E. coli)",-0.314067449382816,0.558737515497649,-0.413606863042677,0.184272102014351,0.245334870767621,0.116748839910978,-1.70436786659305,2.27744842691718,-3.5427064059742,0.0883123832301974,0.0227594610405808,0.000396043355290952,0.158316101644378,0.042056292320627,0.00219691974444415,FALSE,TRUE,TRUE
"PWY-6895: superpathway of thiamin diphosphate biosynthesis II",-0.503845443810339,0.88351222761073,-0.427222043200007,0.203552011790307,0.270679734000061,0.12932862831667,-2.47526634288137,3.26405015460274,-3.303383394386,0.01331368469806,0.00109831721041253,0.000955256877404676,0.0334549000105098,0.00283250227948494,0.00432070033779961,TRUE,TRUE,TRUE
"PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV",-0.344097922639916,0.610129871793304,-0.036662542819728,0.186993872923206,0.248912442754952,0.118525214667735,-1.84015613592446,2.45118269316075,-0.309322728691149,0.0657453177297762,0.0142387663911219,0.757076043188875,0.123115435748753,0.0282851170202016,0.876031365832266,FALSE,TRUE,FALSE
"PWY-7204: pyridoxal 5'-phosphate salvage II (plants)",-0.533318640114538,0.933950893450904,-0.435104542432614,0.171535103683608,0.228594921234139,0.108433699539734,-3.10909329147129,4.08561523768196,-4.01263209020344,0.00187662453139871,4.3960175251338e-05,6.00454595391157e-05,0.00753818824566207,0.000190063110645491,0.000518040026736277,TRUE,TRUE,TRUE
"PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP",-0.336584455109558,0.597271772720733,-0.029968389793332,0.19224160550493,0.255810591133008,0.121949716105169,-1.75084084543253,2.33482034530065,-0.245743825819877,0.0799733286632287,0.019552807895086,0.805880544145108,0.146038252341548,0.0368495225715082,0.898372836245406,FALSE,TRUE,FALSE
"PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II",-0.172231364878891,0.316007721398149,0.112991794734312,0.0916429210379278,0.123664745632123,0.0561879722692704,-1.87937445607622,2.55535819673462,2.01096053427271,0.0601933816540022,0.0106078573408421,0.0443296254850937,0.11417325294372,0.0215083452290178,0.113329651240153,FALSE,TRUE,FALSE
"PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II",-0.172231364878891,0.316007721398149,0.112991794734312,0.0916429210379278,0.123664745632123,0.0561879722692704,-1.87937445607622,2.55535819673462,2.01096053427271,0.0601933816540022,0.0106078573408421,0.0443296254850937,0.11417325294372,0.0215083452290178,0.113329651240153,FALSE,TRUE,FALSE
"PWY-7254: TCA cycle VII (acetate-producers)",-0.497997445231231,0.873504312516585,-0.376580483090989,0.164157049541394,0.218899659417328,0.103615198862873,-3.03366469257634,3.9904324878426,-3.63441355345333,0.00241602797488943,6.59529210349486e-05,0.000278613653761414,0.00883786178018093,0.000251820243951622,0.00160612576874227,TRUE,TRUE,TRUE
"PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)",-0.575451885574261,1.00605521042321,-0.441636477633392,0.162928131917031,0.217284895660418,0.10281246891136,-3.53193692705753,4.63012031906497,-4.2955536649368,0.00041252773720505,3.65453315418198e-06,1.74257874654576e-05,0.00263659032039749,2.75907275702043e-05,0.000213465896451856,TRUE,TRUE,TRUE
"PWY-7315: dTDP-N-acetylthomosamine biosynthesis",-0.659014198016595,1.14905875542762,-0.428146690536035,0.16755116648656,0.223359610642288,0.105832026158748,-3.9332116381861,5.14443391141044,-4.04553050788061,8.38183769854078e-05,2.68328691158015e-07,5.2204766180228e-05,0.00094779241668115,3.28702646668569e-06,0.000465097007787486,TRUE,TRUE,TRUE
"PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis",-0.564630001762584,0.987535285549623,0.0283630776163752,0.125909922705572,0.16866085441496,0.0786112436285616,-4.48439638139493,5.85515405441957,0.360801792557702,7.31206272772624e-06,4.76568050492295e-09,0.718247622674158,0.000156450699454168,1.27373642586122e-07,0.848051409904427,TRUE,TRUE,FALSE
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",-0.520238541613378,0.911566394985003,-0.0334343991996382,0.157965533652481,0.210764530530751,0.0995704681725486,-3.2933674174639,4.32504649947257,-0.335786301031534,0.00098995017696739,1.52499690972661e-05,0.73703202118938,0.0051972384290788,8.79115865607103e-05,0.863296471034573,TRUE,TRUE,FALSE
"PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)",-0.494097544941501,0.866830256350656,-0.42813847193663,0.154524848420517,0.206244147178403,0.0973223005411495,-3.19752809979718,4.20293263207532,-4.39918158074784,0.0013861090590396,2.63479022514987e-05,1.08659882061161e-05,0.00646850894218481,0.000129104721032344,0.000145209115118097,TRUE,TRUE,TRUE
"PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)",-0.315976182094653,0.562004006530278,-0.154944873968107,0.161806538092554,0.215811182311667,0.102079806643301,-1.95280231453881,2.60414683108798,-1.51787977527753,0.050843024186851,0.00921032892929726,0.129044709358606,0.101686048373702,0.0192045156398113,0.267177074305847,FALSE,TRUE,FALSE
"PWY-7664: oleate biosynthesis IV (anaerobic)",-0.512853814280086,0.898928614187822,-0.0216314737253884,0.163846876685395,0.218492097649886,0.103412597612995,-3.13007989322144,4.11423856449159,-0.209176388802654,0.0017475876677006,3.88459534553507e-05,0.834310543715842,0.00753818824566207,0.000175703235628817,0.914517762452653,TRUE,TRUE,FALSE
"PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis",-0.354308633036622,0.627603871028903,-0.406021749883422,0.163294399158139,0.217766157110296,0.103051719292104,-2.16975373842123,2.88200829438813,-3.93998035813975,0.0300255066555661,0.0039514933166052,8.14882807566344e-05,0.0663721726070408,0.00922015107207879,0.000598938863561263,FALSE,TRUE,TRUE
"PWY0-1297: superpathway of purine deoxyribonucleosides degradation",-0.289971700890175,0.517501492304058,-0.135048312212432,0.103321682921798,0.13900323091389,0.0638271644038047,-2.80649417131204,3.72294578263898,-2.115843833482,0.00500838185594526,0.000196911818315131,0.0343580916834989,0.0144359241730187,0.000590735454945394,0.0952950844806478,TRUE,TRUE,FALSE
"PWY0-1338: polymyxin resistance",-0.512906181803957,0.89901823283692,-0.423381620261542,0.137282750597605,0.18359575242173,0.0860508305627632,-3.73612984567418,4.89672675417797,-4.92013403580966,0.00018687419845006,9.74461891457411e-07,8.64849655942738e-07,0.00171690669825993,1.03721346421352e-05,4.23776331411942e-05,TRUE,TRUE,TRUE
