"taxon","Comparison","LFC","Adj P Value","Significance","Standard_error"
"PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)","IBD vs Control",2.69335546294914,0.000994504027406837,TRUE,0.709028959822292
"PWY0-461: L-lysine degradation I","IBD vs Control",1.9035991367945,0.00108344334605707,TRUE,0.499468958505811
"ECASYN-PWY: enterobacterial common antigen biosynthesis","IBD vs Control",1.96202572883947,0.00116833591028102,TRUE,0.522019282177919
"PWY0-1337: oleate &beta;-oxidation","IBD vs Control",2.36577478452524,0.00133788696825235,TRUE,0.635195746244997
"P221-PWY: octane oxidation","IBD vs Control",2.11588277765372,0.00135939512443478,TRUE,0.568715997036764
"PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)","IBD vs Control",2.51820116645546,0.00153994456904068,TRUE,0.682653294850505
"GALACTARDEG-PWY: D-galactarate degradation I","IBD vs Control",2.60359532717659,0.00176226352746922,TRUE,0.71245770675162
"GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation","IBD vs Control",2.60359532717659,0.00176226352746922,TRUE,0.71245770675162
"FAO-PWY: fatty acid &beta;-oxidation I (generic)","IBD vs Control",2.9884975203759,0.0017989186825161,TRUE,0.818968367495624
"PWY-6961: L-ascorbate degradation II (bacterial, aerobic)","IBD vs Control",2.48195836810089,0.00183928640289138,TRUE,0.681221409129466
"GLUCARDEG-PWY: D-glucarate degradation I","IBD vs Control",2.50887436392915,0.00200629582387798,TRUE,0.692873029862186
"PWY-7269: mitochondrial NADPH production (yeast)","IBD vs Control",2.06220062887291,0.00227830959291962,TRUE,0.574757555225052
"PWY-7118: chitin deacetylation","IBD vs Control",2.34274451482887,0.00253126288082281,TRUE,0.658000842066497
"PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III","IBD vs Control",2.65759295039494,0.00263112453317009,TRUE,0.74857035474706
"PWY0-1533: methylphosphonate degradation I","IBD vs Control",1.54887082923962,0.00274395819414781,TRUE,0.433246365806625
"PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)","IBD vs Control",1.6806469100657,0.00332110680568754,TRUE,0.481775378917889
"UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (early decarboxylation)","IBD vs Control",1.72097938534409,0.00338292746994983,TRUE,0.494035840131194
"GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation","IBD vs Control",1.95997472814024,0.00353092564958848,TRUE,0.564503480966262
"PWY-7094: fatty acid salvage","IBD vs Control",2.1765951391628,0.00386558982036363,TRUE,0.631327518002032
"PWY-5675: nitrate reduction V (assimilatory)","IBD vs Control",2.57349673450076,0.00425013823852412,TRUE,0.752056357293629
"PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I","IBD vs Control",2.43234742948769,0.00428181767304669,TRUE,0.711227881624438
"PWY-5723: Rubisco shunt","IBD vs Control",2.92310733385024,0.004310752732935,TRUE,0.855186249599304
"PWY1ZNC-1: assimilatory sulfate reduction IV","IBD vs Control",2.21094819964033,0.00480884168033112,TRUE,0.652539642918646
"PWY0-42: 2-methylcitrate cycle I","IBD vs Control",2.24883853356666,0.00548872994411803,TRUE,0.670938482353162
"METHGLYUT-PWY: superpathway of methylglyoxal degradation","IBD vs Control",1.76041330823522,0.00569329985428087,TRUE,0.526811841415233
"PWY-5850: superpathway of menaquinol-6 biosynthesis","IBD vs Control",2.49399680074622,0.00578702549675272,TRUE,0.747354439390648
"PWY-5896: superpathway of menaquinol-10 biosynthesis","IBD vs Control",2.49399680074622,0.00578702549675272,TRUE,0.747354439390648
"SO4ASSIM-PWY: assimilatory sulfate reduction I","IBD vs Control",2.25279943828565,0.00621208497043174,TRUE,0.679095959607712
"PWY-5692: allantoin degradation to glyoxylate II","IBD vs Control",1.37506503802737,0.00625693913616678,TRUE,0.414758346606545
"URDEGR-PWY: superpathway of allantoin degradation in plants","IBD vs Control",1.37506503802737,0.00625693913616678,TRUE,0.414758346606545
"GALACTITOLCAT-PWY: galactitol degradation","IBD vs Control",2.2549348834943,0.00739447507249136,TRUE,0.689928427169862
"PWY-5705: allantoin degradation to glyoxylate III","IBD vs Control",1.63554437391251,0.00740750949716789,TRUE,0.500493685954485
"KETOGLUCONMET-PWY: ketogluconate metabolism","IBD vs Control",2.1820533408793,0.00760153016192086,TRUE,0.666172185277714
"PWY-5920: superpathway of heme b biosynthesis from glycine","IBD vs Control",2.44361889854496,0.00769355715064256,TRUE,0.750238456662356
"PWY0-41: allantoin degradation IV (anaerobic)","IBD vs Control",1.45053318267456,0.0104797026417871,TRUE,0.457819429823062
"NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside)","IBD vs Control",1.76677431035145,0.012844284665798,TRUE,0.568327693829251
"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis","IBD vs Control",2.13038700544702,0.0134468744575606,TRUE,0.688297976836041
"HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)","IBD vs Control",2.35608796172741,0.0139569487458557,TRUE,0.763948395733318
"PWY-7874: L-threonate degradation","IBD vs Control",1.38989919879001,0.0146509063736707,TRUE,0.44688708485902
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass","IBD vs Control",1.79146879766558,0.0154400185459435,TRUE,0.586612102066018
"GLYOXYLATE-BYPASS: glyoxylate cycle","IBD vs Control",1.99399166817486,0.0156714334878154,TRUE,0.65388393281841
"PWY-6803: phosphatidylcholine acyl editing","IBD vs Control",2.41647988873574,0.0162791179701928,TRUE,0.795414803701394
"ORNDEG-PWY: superpathway of ornithine degradation","IBD vs Control",2.34568351034335,0.016860000559331,TRUE,0.774809873183404
"PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I","IBD vs Control",2.22328770135475,0.0208865822873312,TRUE,0.750577577617382
"SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis","IBD vs Control",2.07778568850109,0.0225894166952991,TRUE,0.707237916863909
"HOMOSER-METSYN-PWY: L-methionine biosynthesis I","IBD vs Control",2.15375603632394,0.0248428681637911,TRUE,0.740559868621218
"PWY-7204: pyridoxal 5'-phosphate salvage II (plants)","IBD vs Control",2.14184814652648,0.0272142853265045,TRUE,0.73289847508556
"P122-PWY: heterolactic fermentation","IBD vs Control",1.76827296190371,0.0285492224607908,TRUE,0.617301612109898
"HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic)","IBD vs Control",2.22780507103415,0.0286615428500875,TRUE,0.778061468398198
"PWY-5897: superpathway of menaquinol-11 biosynthesis","IBD vs Control",2.19599742943553,0.0316065889521055,TRUE,0.775382812261115
"PWY-5898: superpathway of menaquinol-12 biosynthesis","IBD vs Control",2.19599742943553,0.0316065889521055,TRUE,0.775382812261115
"PWY-5899: superpathway of menaquinol-13 biosynthesis","IBD vs Control",2.19599742943553,0.0316065889521055,TRUE,0.775382812261115
"PWY-5838: superpathway of menaquinol-8 biosynthesis I","IBD vs Control",2.19508528969403,0.0324145096038515,TRUE,0.777278299693699
"PWY-702: L-methionine biosynthesis II","IBD vs Control",1.17477855022637,0.0332880400853906,TRUE,0.417249159243487
"PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)","IBD vs Control",1.99585082748017,0.0356123902956825,TRUE,0.714392138725732
