"taxon","Comparison","LFC","Adj P Value","Significance","Standard_error"
"PWY-7094: fatty acid salvage","PD vs IBD",-2.45527822324247,0.000103250442356744,TRUE,0.559938132379572
"GALACTARDEG-PWY: D-galactarate degradation I","PD vs IBD",-2.69156610871535,0.000105889884750967,TRUE,0.614595342621903
"GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation","PD vs IBD",-2.69156610871535,0.000105889884750967,TRUE,0.614595342621903
"PWY-5850: superpathway of menaquinol-6 biosynthesis","PD vs IBD",-2.75685596437467,0.000118485055669453,TRUE,0.6330533516969
"PWY-5896: superpathway of menaquinol-10 biosynthesis","PD vs IBD",-2.75685596437467,0.000118485055669453,TRUE,0.6330533516969
"PWY-7118: chitin deacetylation","PD vs IBD",-2.58736183378692,0.000118850589958456,TRUE,0.594224708890559
"PWY-6285: superpathway of fatty acids biosynthesis (E. coli)","PD vs IBD",-2.88740545001941,0.000132647493993592,TRUE,0.666828455155549
"DARABCATK12-PWY: D-arabinose degradation I","PD vs IBD",-2.00908255195839,0.000152574513086442,TRUE,0.467322323053242
"PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III","PD vs IBD",-2.74000104327006,0.000155724304598708,TRUE,0.638009990269221
"ORNDEG-PWY: superpathway of ornithine degradation","PD vs IBD",-2.78323967221102,0.000272586875585386,TRUE,0.667650973436105
"PWY0-42: 2-methylcitrate cycle I","PD vs IBD",-2.44004146949699,0.000319235772484474,TRUE,0.59044446761182
"PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)","PD vs IBD",-2.50117785437489,0.000346324080229383,TRUE,0.607997268530261
"PWY-561: superpathway of glyoxylate cycle and fatty acid degradation","PD vs IBD",-2.80722705730494,0.000349168280844326,TRUE,0.68270628552255
"PWY-7385: 1,3-propanediol biosynthesis (engineered)","PD vs IBD",-2.32333337098137,0.000412919710088861,TRUE,0.570418122557624
"P122-PWY: heterolactic fermentation","PD vs IBD",-2.24099583983839,0.000440204098278837,TRUE,0.552225904864428
"METHGLYUT-PWY: superpathway of methylglyoxal degradation","PD vs IBD",-1.92875935726717,0.000674705061131634,TRUE,0.487401410174225
"PWY-7616: methanol oxidation to carbon dioxide","PD vs IBD",-1.57515124579255,0.000755192819641097,TRUE,0.403733866516213
"PWY-7269: mitochondrial NADPH production (yeast)","PD vs IBD",-2.0249347301619,0.000803938253698697,TRUE,0.517204653589545
"PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis","PD vs IBD",-2.31256314334598,0.000871223661426028,TRUE,0.593616930065864
"PWY0-461: L-lysine degradation I","PD vs IBD",-1.80508333111617,0.000879721042304808,TRUE,0.465383420750178
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass","PD vs IBD",-2.03039271510022,0.0010024723419591,TRUE,0.525794047167374
"HOMOSER-METSYN-PWY: L-methionine biosynthesis I","PD vs IBD",-2.44030643056748,0.00106375132323752,TRUE,0.634330793445268
"P221-PWY: octane oxidation","PD vs IBD",-1.97435574607505,0.00108388582823493,TRUE,0.513826201753926
"PWY-5845: superpathway of menaquinol-9 biosynthesis","PD vs IBD",-2.36934411079692,0.00108400138374147,TRUE,0.61662614505243
"PWY-5675: nitrate reduction V (assimilatory)","PD vs IBD",-2.50214663957911,0.00112165860855819,TRUE,0.652612746030586
"UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (early decarboxylation)","PD vs IBD",-1.77479551193496,0.00122449145449555,TRUE,0.465529187709874
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA","PD vs IBD",-2.58276696369927,0.00138955760766136,TRUE,0.683079492270474
"PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)","PD vs IBD",-1.72854764388623,0.00140505402894544,TRUE,0.457493242780215
"PWY0-41: allantoin degradation IV (anaerobic)","PD vs IBD",-1.659094851045,0.00145575042191278,TRUE,0.440140807580319
"PWY-7807: glyphosate degradation III","PD vs IBD",-1.71795610938061,0.00151046789756207,TRUE,0.460538985959048
"HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic)","PD vs IBD",-2.46996348016741,0.00169852311016482,TRUE,0.662048699937328
"PWY-6803: phosphatidylcholine acyl editing","PD vs IBD",-2.50965183402635,0.00170389819275065,TRUE,0.672830317707854
"PWY-5723: Rubisco shunt","PD vs IBD",-2.65847500536887,0.00174949593127757,TRUE,0.714004116618075
"PWY-5705: allantoin degradation to glyoxylate III","PD vs IBD",-1.7321928607463,0.00183518056563672,TRUE,0.466741249229975
"PWY-7805: (aminomethyl)phosphonate degradation","PD vs IBD",-1.6556060393737,0.00214730276960773,TRUE,0.454745942483846
"METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis","PD vs IBD",-2.41698551149914,0.00274162458596288,TRUE,0.669824316259177
"PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I","PD vs IBD",-2.08783961572751,0.00277341634374549,TRUE,0.579087712260564
"PWY-6531: mannitol cycle","PD vs IBD",-2.19039598219995,0.00289119146485099,TRUE,0.609360693917244
"PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)","PD vs IBD",-2.40661108852252,0.00324217385289048,TRUE,0.675134761880655
"PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis","PD vs IBD",-1.98468529139652,0.0033228500916,TRUE,0.557780108272962
"PWY-5920: superpathway of heme b biosynthesis from glycine","PD vs IBD",-2.26927039383677,0.00371827860609739,TRUE,0.64311936097756
"PWY-5692: allantoin degradation to glyoxylate II","PD vs IBD",-1.45468984819208,0.00381601520446601,TRUE,0.413068900337824
"URDEGR-PWY: superpathway of allantoin degradation in plants","PD vs IBD",-1.45468984819208,0.00381601520446601,TRUE,0.413068900337824
"PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)","PD vs IBD",-2.25609898326005,0.00384103396752545,TRUE,0.640949772679608
"MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis","PD vs IBD",-2.3663239381472,0.00405877242953313,TRUE,0.675074314739324
"NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside)","PD vs IBD",-1.79894464882592,0.00425063955926537,TRUE,0.515019523315924
"HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)","PD vs IBD",-2.30901282271177,0.00446406517065676,TRUE,0.66353612913262
"PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP","PD vs IBD",-2.01784915961862,0.00458865775744607,TRUE,0.581097791490813
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I","PD vs IBD",-2.27711240574864,0.00520512060676125,TRUE,0.662240928363745
"PWY0-781: aspartate superpathway","PD vs IBD",-2.26876395291504,0.00557221531908349,TRUE,0.663381231262976
"PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)","PD vs IBD",-1.51031657759026,0.00563926663311367,TRUE,0.446290986800702
"GALACTITOLCAT-PWY: galactitol degradation","PD vs IBD",-2.09071601330599,0.00569525642477883,TRUE,0.612385120634326
"PWY-5367: petroselinate biosynthesis","PD vs IBD",-1.88532621867609,0.00695809037512391,TRUE,0.561258691573514
"PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)","PD vs IBD",-2.11776909140365,0.0073902634829164,TRUE,0.633604280271846
"PWY-7883: anhydromuropeptides recycling II","PD vs IBD",-1.8442842013061,0.00867656692517033,TRUE,0.559277400289612
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type","PD vs IBD",-1.72176273056182,0.0091273076074492,TRUE,0.524388713303207
"PWY0-1533: methylphosphonate degradation I","PD vs IBD",-1.37898447686496,0.0093175895985744,TRUE,0.425121165936443
"KETOGLUCONMET-PWY: ketogluconate metabolism","PD vs IBD",-1.90961687419151,0.011659668066885,TRUE,0.594209667422233
"SO4ASSIM-PWY: assimilatory sulfate reduction I","PD vs IBD",-1.94091687628812,0.0117043885945968,TRUE,0.604155881634346
"PWY-5971: palmitate biosynthesis (type II fatty acid synthase)","PD vs IBD",-2.26695412571966,0.0125321465118355,TRUE,0.709991972576855
"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis","PD vs IBD",-1.90659695412255,0.0131647973580196,TRUE,0.599807738129753
"PWY-6612: superpathway of tetrahydrofolate biosynthesis","PD vs IBD",-1.77383132585375,0.014745952698629,TRUE,0.563899214329767
"PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III","PD vs IBD",-1.76172636435386,0.0152690644834069,TRUE,0.561874917557618
"FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage","PD vs IBD",-1.83253218560711,0.0174935510132458,TRUE,0.592031326999855
"PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I","PD vs IBD",-1.97451757345007,0.0191429152789323,TRUE,0.643477866327989
"GLYOXYLATE-BYPASS: glyoxylate cycle","PD vs IBD",-1.78019942958457,0.0233251394908167,TRUE,0.591629726188376
"PWY-7874: L-threonate degradation","PD vs IBD",-1.28260224717318,0.0262304804858826,TRUE,0.436802008531016
"PWY-5838: superpathway of menaquinol-8 biosynthesis I","PD vs IBD",-1.94702938479448,0.029205054178732,TRUE,0.662254240676552
"PWY-5897: superpathway of menaquinol-11 biosynthesis","PD vs IBD",-1.94045760269507,0.0295671191373609,TRUE,0.660877580987075
"PWY-5898: superpathway of menaquinol-12 biosynthesis","PD vs IBD",-1.94045760269507,0.0295671191373609,TRUE,0.660877580987075
"PWY-5899: superpathway of menaquinol-13 biosynthesis","PD vs IBD",-1.94045760269507,0.0295671191373609,TRUE,0.660877580987075
"PWY1ZNC-1: assimilatory sulfate reduction IV","PD vs IBD",-1.68026253431419,0.0299794747144695,TRUE,0.580469580120909
"PWY-7204: pyridoxal 5'-phosphate salvage II (plants)","PD vs IBD",-1.71924381000772,0.0452530822927999,TRUE,0.622266192828343
