"taxon","lfc_Case_statusPD","se_Case_statusPD","q_Case_statusPD","diff_Case_statusPD"
"METH-ACETATE-PWY: methanogenesis from acetate",-0.691317782278173,0.0774873451571695,5.44966762979145e-17,TRUE
"METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis",-0.135086651300804,0.0459027287548997,0.00766613281256413,TRUE
"NONMEVIPP-PWY: methylerythritol phosphate pathway I",-0.272193490555612,0.0516685634671548,1.00164786363511e-06,TRUE
"NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I",-0.261103029676447,0.0572150219316189,1.87106876856166e-05,TRUE
"OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)",-0.144471618825,0.0589408937912,0.0278559593420563,TRUE
"P164-PWY: purine nucleobases degradation I (anaerobic)",-0.202060341041009,0.0674186214831417,0.00660080702260251,TRUE
"P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)",-0.27322935743918,0.0836703700878153,0.00288105922310684,TRUE
"PANTO-PWY: phosphopantothenate biosynthesis I",-0.317057704449138,0.0536382993074512,4.65498673549243e-08,TRUE
"PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)",-0.317012354158509,0.0527326841802838,2.84186085918641e-08,TRUE
"PENTOSE-P-PWY: pentose phosphate pathway",-0.161343137979072,0.0620056608236393,0.0187431248356624,TRUE
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)",-0.261158561116692,0.0516705075620914,2.32995726297516e-06,TRUE
"PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)",-0.320322440863155,0.0669918639623469,7.46232214186519e-06,TRUE
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",-0.258490499177811,0.0882222329769889,0.00788714416216912,TRUE
"POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)",-0.225995630092692,0.0526282162067747,5.88848250103078e-05,TRUE
"PWY-1042: glycolysis IV",-0.297559217014661,0.0521711050205164,1.3476852614557e-07,TRUE
"PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis",-0.249898461769786,0.0755162458441746,0.00254261527679282,TRUE
"PWY-2942: L-lysine biosynthesis III",-0.250222866963408,0.0521905784406787,7.17084430445819e-06,TRUE
"PWY-3001: superpathway of L-isoleucine biosynthesis I",-0.247517202107971,0.0531777675273892,1.27997512493466e-05,TRUE
"PWY-3841: folate transformations II (plants)",-0.233116025450807,0.0515976018777538,2.29152306446538e-05,TRUE
"PWY-4242",-0.279519874693144,0.0524262988061821,7.53111237491785e-07,TRUE
"PWY-4984: urea cycle",-0.169496838849224,0.0455156297198352,0.00060720724829397,TRUE
"PWY-5005: biotin biosynthesis II",-0.450088621006592,0.124227319361742,0.000878196476540577,TRUE
"PWY-5030: L-histidine degradation III",-0.262288277217889,0.0739146204011704,0.00114258857632898,TRUE
"PWY-5097: L-lysine biosynthesis VI",-0.271386778842548,0.0517873204713144,1.12546598711463e-06,TRUE
"PWY-5100: pyruvate fermentation to acetate and lactate II",-0.233848944791475,0.0576028385475615,0.000160495743026706,TRUE
"PWY-5103: L-isoleucine biosynthesis III",-0.260550810927588,0.0532680995075,4.5138473087088e-06,TRUE
"PWY-5104: L-isoleucine biosynthesis IV",-0.282906803339918,0.0726925773882274,0.000319094425366821,TRUE
"PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)",-0.330972599524427,0.0452104731631882,2.19535430751285e-11,TRUE
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",-0.353848125075141,0.0626157360957677,1.71979594192014e-07,TRUE
"PWY-5188: tetrapyrrole biosynthesis I (from glutamate)",-0.315419504093211,0.0613061412746603,1.67091778986963e-06,TRUE
"PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens)",-0.771816441626315,0.178712107325636,5.37085468078786e-05,TRUE
"PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)",-0.148105427269116,0.0419414937097253,0.00120695160235362,TRUE
"PWY-5505: L-glutamate and L-glutamine biosynthesis",-0.48359435300486,0.043938278422372,1.26969526808892e-25,TRUE
"PWY-5659: GDP-mannose biosynthesis",-0.355023889962931,0.059513150317367,3.47358369269278e-08,TRUE
"PWY-5667: CDP-diacylglycerol biosynthesis I",-0.34572957105746,0.0536098400100245,3.34030475046246e-09,TRUE
"PWY-5676: acetyl-CoA fermentation to butanoate II",-0.299266081605665,0.0718665301706056,0.000103957362831726,TRUE
"PWY-5686: UMP biosynthesis I",-0.264354017195589,0.051744128159934,1.86091227046027e-06,TRUE
"PWY-5695: inosine 5'-phosphate degradation",-0.275980245771772,0.0530284888178342,1.33055544796266e-06,TRUE
"PWY-5973: cis-vaccenate biosynthesis",-0.28499566984873,0.0592271753849966,6.65260732934385e-06,TRUE
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I",-0.265508673047825,0.0518423119719455,1.79381110547189e-06,TRUE
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II",-0.264623887477526,0.0519900728709248,1.99285663277673e-06,TRUE
"PWY-6123: inosine-5'-phosphate biosynthesis I",-0.242647648978847,0.0525481952775677,1.50202741994454e-05,TRUE
"PWY-6124: inosine-5'-phosphate biosynthesis II",-0.237741970597316,0.0527816781148494,2.419607830321e-05,TRUE
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II",-0.19345312794189,0.0599929330105573,0.00330214622564854,TRUE
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II",-0.196454238978553,0.058470613909807,0.00216871776168426,TRUE
"PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I",-0.306889404195195,0.0699142760360766,3.92659104464262e-05,TRUE
"PWY-6151: S-adenosyl-L-methionine salvage I",-0.26983355482966,0.0537984473390973,2.72714969894141e-06,TRUE
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate",-0.292355102512324,0.0521257702519389,2.13509069440395e-07,TRUE
"PWY-6168: flavin biosynthesis III (fungi)",-0.361888376653633,0.0549545904193164,1.61693471763806e-09,TRUE
"PWY-6270: isoprene biosynthesis I",-0.264016455888747,0.0553144966538534,7.69196777452581e-06,TRUE
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis",-0.264623887477526,0.0519900728709248,1.99285663277673e-06,TRUE
"PWY-6305: superpathway of putrescine biosynthesis",-0.427350400401904,0.0697414249696923,1.68280155423027e-08,TRUE
"PWY-6317: D-galactose degradation I (Leloir pathway)",-0.382961938064603,0.0567591046887777,5.96426773957346e-10,TRUE
"PWY-6353: purine nucleotides degradation II (aerobic)",-0.329853434436789,0.0704148979817533,1.1481229635874e-05,TRUE
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)",-0.264971061396785,0.051763552400818,1.79381110547189e-06,TRUE
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)",-0.266230725803537,0.0517997347289836,1.68977885608659e-06,TRUE
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)",-0.267053370568365,0.0517027301272395,1.55488495080663e-06,TRUE
"PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)",-0.295484010554578,0.0773539685146622,0.000420611432678964,TRUE
"PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)",-0.220827968888621,0.0687217634359846,0.00340903490882937,TRUE
"PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation",-0.343758599417104,0.0680934993385046,2.36811137395427e-06,TRUE
"PWY-6527: stachyose degradation",-0.415082750443339,0.0591624981835192,1.35485862034194e-10,TRUE
"PWY-6606: guanosine nucleotides degradation II",-0.290957502479052,0.0722406517255305,0.000182354880658428,TRUE
"PWY-6608: guanosine nucleotides degradation III",-0.32567314431074,0.0662577809926417,4.05107221767132e-06,TRUE
"PWY-6609: adenine and adenosine salvage III",-0.290671194879516,0.0520341165866414,2.36117324448312e-07,TRUE
"PWY-6700: queuosine biosynthesis I (de novo)",-0.290505596382721,0.0527168505014624,3.53482098131048e-07,TRUE
"PWY-6703: preQ0 biosynthesis",-0.255108333908089,0.0578847852422403,3.65521057738221e-05,TRUE
"PWY-6737: starch degradation V",-0.291407526011408,0.0531227576789917,3.96589493514736e-07,TRUE
"PWY-6863: pyruvate fermentation to hexanol (engineered)",-0.669200123825151,0.0728173612715789,6.98492641920639e-18,TRUE
"PWY-6892: thiazole component of thiamine diphosphate biosynthesis I",-0.379143502304326,0.120109290745813,0.00405815734853285,TRUE
"PWY-6897: thiamine diphosphate salvage II",-0.326690923887733,0.0544464435337996,2.9228197197281e-08,TRUE
"PWY-6936: seleno-amino acid biosynthesis (plants)",-0.187801570702443,0.0684978004152188,0.0131074504503645,TRUE
"PWY-7111: pyruvate fermentation to isobutanol (engineered)",-0.281615574212866,0.0526754759276642,7.26576964332574e-07,TRUE
"PWY-7197: pyrimidine deoxyribonucleotide phosphorylation",-0.158193847997433,0.0597207663615552,0.0167146518426805,TRUE
"PWY-7199: pyrimidine deoxyribonucleosides salvage",-0.267366083065524,0.0535875202858476,2.95468016611239e-06,TRUE
"PWY-7208: superpathway of pyrimidine nucleobases salvage",-0.210697180825512,0.058537606174909,0.000954369492547624,TRUE
"PWY-7219: adenosine ribonucleotides de novo biosynthesis",-0.268377279761011,0.0518813291518497,1.51946078227584e-06,TRUE
"PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II",-0.179136751204507,0.0622664974772044,0.00910535890892382,TRUE
"PWY-7221: guanosine ribonucleotides de novo biosynthesis",-0.26120572858335,0.0515330763638111,2.19373205267825e-06,TRUE
"PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II",-0.179136751204507,0.0622664974772044,0.00910535890892382,TRUE
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I",-0.194531422526346,0.058961506515019,0.00261411562713131,TRUE
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I",-0.199944545281909,0.0563561333930949,0.00114258857632898,TRUE
"PWY-7237: myo-, chiro- and scyllo-inositol degradation",-0.519574213155225,0.0834163207019908,9.84985496018508e-09,TRUE
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",-0.260221654493847,0.0521089029340404,2.92718237328192e-06,TRUE
"PWY-7242: D-fructuronate degradation",-0.425410185476117,0.0694373019338387,1.68280155423027e-08,TRUE
"PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II",-0.20730953883518,0.0618257278627275,0.00220510079082489,TRUE
"PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis",-0.433043422426855,0.0635355331173588,4.17240112462573e-10,TRUE
"PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)",-0.342656689281994,0.0542334637278176,6.73004506653809e-09,TRUE
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)",-0.267256101288283,0.0539859498187625,3.51407706669539e-06,TRUE
"PWY-7456: &beta;-(1,4)-mannan degradation",-0.430435319383109,0.073782973957609,6.88836504234052e-08,TRUE
"PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)",-0.324472684138835,0.0697345014056681,1.27997512493466e-05,TRUE
"PWY-7560: methylerythritol phosphate pathway II",-0.265494587345828,0.0560623942977123,9.03669145626957e-06,TRUE
"PWY-7663: gondoate biosynthesis (anaerobic)",-0.268848595469978,0.0606447532937814,3.27297655416153e-05,TRUE
"PWY-841: superpathway of purine nucleotides de novo biosynthesis I",-0.212019356169496,0.0557725193803579,0.000449126635420078,TRUE
"PWY0-1261: anhydromuropeptides recycling I",-0.110768789482867,0.0462545872586309,0.0323533895348942,TRUE
"PWY0-1296: purine ribonucleosides degradation",-0.322339834031544,0.0557705067674169,9.18353999334366e-08,TRUE
"PWY0-1319: CDP-diacylglycerol biosynthesis II",-0.345753313320071,0.0536105293368084,3.34030475046246e-09,TRUE
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)",-0.299548779102191,0.0598860622322987,2.84524234886636e-06,TRUE
"PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis",-0.135905420342394,0.0601364621853481,0.0439453978395411,TRUE
"PWY490-3: nitrate reduction VI (assimilatory)",-0.542852326717735,0.116106601047977,1.17315430740892e-05,TRUE
"PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)",-0.323596469696381,0.0703117673879059,1.58243125382654e-05,TRUE
"PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)",-0.323593061221158,0.0703109873491589,1.58243125382654e-05,TRUE
"PWY66-422",-0.40257616589772,0.0576440575642874,1.46084253734138e-10,TRUE
"PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)",-0.270644939566395,0.0525393918183158,1.64471544548739e-06,TRUE
"PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I",-0.118576175551799,0.0425339063152181,0.0115193591670683,TRUE
"RHAMCAT-PWY: L-rhamnose degradation I",-0.312239116420947,0.0600330230470483,1.33055544796266e-06,TRUE
"RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)",-0.335582447117104,0.053752872079878,9.54725435139186e-09,TRUE
"SALVADEHYPOX-PWY: adenosine nucleotides degradation II",-0.327022101827032,0.0455064675055777,4.74061495783066e-11,TRUE
"SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I",-0.217427240455628,0.0535559352668509,0.000160495743026706,TRUE
"TEICHOICACID-PWY: poly(glycerol phosphate) wall teichoic acid biosynthesis",-0.398851971967253,0.0678264587045167,5.39385274183685e-08,TRUE
"THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I",-0.382629858215567,0.121429619311648,0.00410760795339114,TRUE
"THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)",-0.35346497310515,0.0579661144849526,1.7568167406188e-08,TRUE
"THRESYN-PWY: superpathway of L-threonine biosynthesis",-0.241006073026962,0.0538033201036947,2.69181058476097e-05,TRUE
"TRNA-CHARGING-PWY: tRNA charging",-0.247056984567559,0.0516286208666936,7.41331272012203e-06,TRUE
"TRPSYN-PWY: L-tryptophan biosynthesis",-0.29496879215774,0.0556958874118621,8.77596482610179e-07,TRUE
"UNINTEGRATED",-0.251845961759847,0.0537878992377167,1.1481229635874e-05,TRUE
"UNMAPPED",-0.171893078567571,0.0535974612783874,0.00345873696464202,TRUE
"VALSYN-PWY: L-valine biosynthesis",-0.281661615664544,0.0525186303129981,6.93477408021128e-07,TRUE
