"taxon","lfc_diagnosis2IBD","se_diagnosis2IBD","q_diagnosis2IBD","diff_diagnosis2IBD"
"POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)",0.97876124997541,0.201178618568516,1.1400596500776e-05,TRUE
"PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I",0.288325301003545,0.0888328388362839,0.00291906268603548,TRUE
"PWY-2723: trehalose degradation V",0.899143342446472,0.189315889249595,1.76388448592025e-05,TRUE
"PWY-4041: &gamma;-glutamyl cycle",1.05007255653523,0.227486577570924,2.61874631320634e-05,TRUE
"PWY-4981: L-proline biosynthesis II (from arginine)",0.457415144581354,0.185814226163213,0.0288345250057129,TRUE
"PWY-4984: urea cycle",0.5594048480497,0.182910434119026,0.00545263516314952,TRUE
"PWY-5083: NAD/NADH phosphorylation and dephosphorylation",0.76309246260856,0.230368192345357,0.00240583703093602,TRUE
"PWY-5173: superpathway of acetyl-CoA biosynthesis",0.69211161460717,0.17810142859792,0.000318668525035899,TRUE
"PWY-5189: tetrapyrrole biosynthesis II (from glycine)",1.08864656275123,0.231220884326601,2.02441381502386e-05,TRUE
"PWY-5384: sucrose degradation IV (sucrose phosphorylase)",0.526199359888285,0.228783411483873,0.041215409956934,TRUE
"PWY-5484: glycolysis II (from fructose 6-phosphate)",0.507465874076083,0.133703070384621,0.000451303907602854,TRUE
"PWY-5505: L-glutamate and L-glutamine biosynthesis",0.781470681766141,0.207821237576669,0.000509124411928304,TRUE
"PWY-561: superpathway of glyoxylate cycle and fatty acid degradation",0.633100468088198,0.183584349674628,0.00153423796714871,TRUE
"PWY-5705: allantoin degradation to glyoxylate III",0.824327286336409,0.174393379932922,1.91566812160945e-05,TRUE
"PWY-5723: Rubisco shunt",1.09416547549703,0.232589746470379,2.02441381502386e-05,TRUE
"PWY-5838: superpathway of menaquinol-8 biosynthesis I",1.04016175557681,0.239393998067562,5.68764868005744e-05,TRUE
"PWY-5845: superpathway of menaquinol-9 biosynthesis",1.02943837712725,0.23223997000947,4.1463860375435e-05,TRUE
"PWY-5850: superpathway of menaquinol-6 biosynthesis I",1.02943837712725,0.23223997000947,4.1463860375435e-05,TRUE
"PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)",0.902779503667775,0.204747282492618,4.3568683545106e-05,TRUE
"PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)",0.902779503667775,0.204747282492618,4.3568683545106e-05,TRUE
"PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)",0.902779503667775,0.204747282492618,4.3568683545106e-05,TRUE
"PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I",1.00269665878386,0.220917253607327,3.19885493315675e-05,TRUE
"PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis",1.01010102546868,0.227254982435324,4.1463860375435e-05,TRUE
"PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis",1.00269665878386,0.220917253607327,3.19885493315675e-05,TRUE
"PWY-5896: superpathway of menaquinol-10 biosynthesis",1.02943837712725,0.23223997000947,4.1463860375435e-05,TRUE
"PWY-5913: TCA cycle VI (obligate autotrophs)",1.0882652294793,0.236274872480867,2.62445471911201e-05,TRUE
"PWY-5918: superpathay of heme biosynthesis from glutamate",0.709641758001832,0.217643175190128,0.0028180104357019,TRUE
"PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I",0.632256549941228,0.226912676061709,0.0122438208556445,TRUE
"PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)",0.903535102018816,0.213006750305905,8.57706354763447e-05,TRUE
"PWY-6519: 8-amino-7-oxononanoate biosynthesis I",0.950361283479959,0.212949755829095,4.04944072092251e-05,TRUE
"PWY-6612: superpathway of tetrahydrofolate biosynthesis",0.537064281814926,0.236158640091537,0.0435422026842512,TRUE
"PWY-6628: superpathway of L-phenylalanine biosynthesis",1.08520846221528,0.259481372837426,0.000102253582845174,TRUE
"PWY-6629: superpathway of L-tryptophan biosynthesis",1.03959069841599,0.232996703851368,4.04944072092251e-05,TRUE
"PWY-6630: superpathway of L-tyrosine biosynthesis",0.999669628776663,0.255534499530775,0.000293627596990633,TRUE
"PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)",0.902779503667775,0.204747282492618,4.3568683545106e-05,TRUE
"PWY-6803: phosphatidylcholine acyl editing",0.98648777812342,0.235090278618111,9.73142297898224e-05,TRUE
"PWY-6859: all-trans-farnesol biosynthesis",0.894241588685505,0.19531876182947,2.93132338496272e-05,TRUE
"PWY-6891: thiazole biosynthesis II (Bacillus)",0.89422486504781,0.212953365196491,9.73142297898224e-05,TRUE
"PWY-6892: thiazole biosynthesis I (E. coli)",0.64732863052285,0.240154244368715,0.0154216923223576,TRUE
"PWY-6895: superpathway of thiamin diphosphate biosynthesis II",0.970643214402828,0.266622706960441,0.000776663013984058,TRUE
"PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV",0.587753210653352,0.252903082598821,0.0391534209519693,TRUE
"PWY-7204: pyridoxal 5'-phosphate salvage II (plants)",1.01646045925031,0.224978921174999,3.42482660594395e-05,TRUE
"PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II",0.332210947098601,0.136072639958445,0.0298685332009661,TRUE
"PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II",0.332210947098601,0.136072639958445,0.0298685332009661,TRUE
"PWY-7254: TCA cycle VII (acetate-producers)",0.960785256177063,0.213313707547363,3.43806220355626e-05,TRUE
"PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)",1.09255164872511,0.21193488757225,4.38330852243728e-06,TRUE
"PWY-7315: dTDP-N-acetylthomosamine biosynthesis",1.2299205640907,0.220163123727364,8.51927918257713e-07,TRUE
"PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis",1.00441758010401,0.178255320973754,7.3647033432138e-07,TRUE
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",0.989391225074805,0.208303410483967,1.76388448592025e-05,TRUE
"PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)",0.948970818429641,0.202152169447928,2.04836203440562e-05,TRUE
"PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)",0.592428389181373,0.22289674499148,0.0171257186415658,TRUE
"PWY-7664: oleate biosynthesis IV (anaerobic)",0.975524676075349,0.21657305458079,3.43806220355626e-05,TRUE
"PWY0-1061: superpathway of L-alanine biosynthesis",0.537742818325558,0.238892894117488,0.0453781295091147,TRUE
"PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis",0.710244687748089,0.213824511299661,0.00234924682593596,TRUE
"PWY0-1297: superpathway of purine deoxyribonucleosides degradation",0.574962420812977,0.143241253964976,0.000201786841297462,TRUE
"PWY0-1338: polymyxin resistance",0.972348813604128,0.182181458419275,2.83972302151734e-06,TRUE
"PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III",0.906057140907951,0.18411641021981,1.03918619007546e-05,TRUE
"PWY0-1533: methylphosphonate degradation I",1.00886360609548,0.19326447627181,3.50463665223911e-06,TRUE
"PWY0-862: (5Z)-dodec-5-enoate biosynthesis",0.960891694965531,0.212860086429106,3.42482660594395e-05,TRUE
"PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)",0.480876272571897,0.146888825026395,0.00271331491178944,TRUE
"PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)",0.480877378245327,0.146888789118816,0.00271331491178944,TRUE
"PWY66-400: glycolysis VI (metazoan)",0.48649451408104,0.185798268430185,0.0188208411157717,TRUE
"PWY66-409: superpathway of purine nucleotide salvage",0.894437361467063,0.245489919631314,0.000775288462947719,TRUE
"PWYG-321: mycolate biosynthesis",0.630627772552048,0.222675096033298,0.0107067201585728,TRUE
"PYRIDNUCSAL-PWY: NAD salvage pathway I",0.781721482513278,0.243189927719241,0.00322894484978199,TRUE
"REDCITCYC: TCA cycle VIII (helicobacter)",0.589600724891998,0.199605925004385,0.00744159492525886,TRUE
"RHAMCAT-PWY: L-rhamnose degradation I",0.360509737391699,0.139571657581493,0.0207181509732857,TRUE
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA",0.98456570205879,0.228711346442535,6.73004792805587e-05,TRUE
"UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)",0.892337518225352,0.19658169655848,3.19885493315675e-05,TRUE
"UNINTEGRATED",0.309923670084634,0.0927863888539906,0.00221752040533821,TRUE
