"taxon","lfc_Case_statusPD","se_Case_statusPD","q_Case_statusPD","diff_Case_statusPD"
"K00858: NAD+ kinase ",-0.191714574165187,0.045642571701812,0.000197367112961984,TRUE
"K00860: adenylylsulfate kinase ",-0.215549112764114,0.07611674454906,0.016935886660574,TRUE
"K00864: glycerol kinase ",-0.391057944113026,0.0563813947652097,1.75929335707447e-10,TRUE
"K00868: pyridoxine kinase ",-0.16878021562105,0.0559466355809408,0.010460957453845,TRUE
"K00873: pyruvate kinase ",-0.173352735247577,0.0599871861910414,0.0145510776585113,TRUE
"K00874: 2-dehydro-3-deoxygluconokinase ",-0.369632747376942,0.0423707263851142,4.4801694201984e-16,TRUE
"K00876: uridine kinase ",-0.267974958580954,0.0375244814909816,4.78882156955409e-11,TRUE
"K00878: hydroxyethylthiazole kinase ",-0.197397654094504,0.0658013407430122,0.0109465284026405,TRUE
"K00882: 1-phosphofructokinase ",-0.397350625786348,0.0757375063543999,2.03833782056178e-06,TRUE
"K00891: shikimate kinase ",-0.236242867222943,0.059409042719123,0.000462916831615956,TRUE
"K00919: 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase ",-0.108630590642397,0.0401318197419957,0.02346239361689,TRUE
"K00925: acetate kinase ",-0.243487329290495,0.0578174492203726,0.000191426352677672,TRUE
"K00928: aspartate kinase ",-0.133921015542222,0.0508660557972991,0.0280826411006094,TRUE
"K00929: butyrate kinase ",-0.212869983265937,0.0755369501129547,0.0175517050732832,TRUE
"K00937: polyphosphate kinase ",-0.403438034769571,0.0722994740192421,3.80255536141869e-07,TRUE
"K00941: hydroxymethylpyrimidine/phosphomethylpyrimidine kinase ",-0.196990811479023,0.0628607210106784,0.00756087182304816,TRUE
"K00945: CMP/dCMP kinase ",-0.275177274424745,0.0613054080258761,6.17508288601184e-05,TRUE
"K00949: thiamine pyrophosphokinase ",-0.26060401127388,0.0709240072037387,0.00138131710935832,TRUE
"K00951: GTP pyrophosphokinase ",-0.220253094431185,0.0360761008762395,2.33739345635405e-08,TRUE
"K00954: pantetheine-phosphate adenylyltransferase ",-0.246076441189287,0.037213457520061,1.22757312801114e-09,TRUE
"K00956: sulfate adenylyltransferase subunit 1 ",-0.336670338713521,0.0627616588042512,1.15305509746277e-06,TRUE
"K00957: sulfate adenylyltransferase subunit 2 ",-0.208543014179578,0.0496474474573225,0.000197367112961984,TRUE
"K00962: polyribonucleotide nucleotidyltransferase ",-0.183172201160093,0.0550683387401313,0.00426366741258362,TRUE
"K00965: UDPglucose--hexose-1-phosphate uridylyltransferase ",-0.185768789291844,0.0575284642651139,0.00569765519789975,TRUE
"K00969: nicotinate-nucleotide adenylyltransferase ",-0.154349166313944,0.0456521853971155,0.0035994370821797,TRUE
"K00971: mannose-1-phosphate guanylyltransferase ",-0.14787843222494,0.0573620162996874,0.0320647294471245,TRUE
"K00973: glucose-1-phosphate thymidylyltransferase ",-0.272395333703826,0.0431707200768451,7.62848512378559e-09,TRUE
"K00974: tRNA nucleotidyltransferase (CCA-adding enzyme) ",-0.219579759935035,0.0667518143491873,0.00475249314194797,TRUE
"K00975: glucose-1-phosphate adenylyltransferase ",-0.226062763596307,0.0470534585768672,1.5676540720278e-05,TRUE
"K00978: glucose-1-phosphate cytidylyltransferase ",-0.569754262969275,0.146020918501562,0.00060828173526015,TRUE
"K00981: phosphatidate cytidylyltransferase ",-0.155042132809354,0.0530184003529867,0.0132421899238315,TRUE
"K00995: CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase ",-0.175357397101554,0.0516023845732705,0.00340530635456354,TRUE
"K01000: phospho-N-acetylmuramoyl-pentapeptide-transferase ",-0.141767991213747,0.0594269161020727,0.049201569924217,TRUE
"K01006: pyruvate, orthophosphate dikinase ",-0.716863889131441,0.0877744889053627,3.32123148630058e-14,TRUE
"K01008: selenide, water dikinase ",-0.453971098316725,0.0660988412892804,2.67421696551902e-10,TRUE
"K01012: biotin synthase ",-0.199387389554176,0.0347341896435886,1.68856671184593e-07,TRUE
"K01046: triacylglycerol lipase ",-0.59007819630862,0.193270458490867,0.00948062393981621,TRUE
"K01051: pectinesterase ",-0.311336968705272,0.0812626464424878,0.000785867328576128,TRUE
"K01069: hydroxyacylglutathione hydrolase ",-0.328372911126569,0.0626079096558193,2.04754294260402e-06,TRUE
"K01091: phosphoglycolate phosphatase ",-0.268312968812918,0.0594775339269787,5.62169153335688e-05,TRUE
"K01119: 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase ",-0.297836909619839,0.0946719467611772,0.00728763715617068,TRUE
"K01126: glycerophosphoryl diester phosphodiesterase ",-0.229391716616402,0.0520298620954753,8.56041718692544e-05,TRUE
"K01129: dGTPase ",-0.109670983410797,0.0431583083778697,0.034680956524768,TRUE
"K01151: deoxyribonuclease IV ",-0.0989643271081525,0.0354260811464741,0.0186378647753719,TRUE
"K01153: type I restriction enzyme, R subunit ",-0.156448965411413,0.0538175066556432,0.0138773185720547,TRUE
"K01163: uncharacterized protein",-0.172108723580634,0.0469163193854894,0.00140952526042594,TRUE
"K01190: beta-galactosidase ",-0.166678235003276,0.0432678202362883,0.000728950808677169,TRUE
"K01192: beta-mannosidase ",-0.210028937945261,0.0749164798978019,0.0181990198965836,TRUE
"K01193: beta-fructofuranosidase ",-0.470848389386243,0.0629213223913036,4.71727296423724e-12,TRUE
"K01195: beta-glucuronidase ",-0.276746822668598,0.0976964194865449,0.0169055989455454,TRUE
"K01198: xylan 1,4-beta-xylosidase ",-0.747642177730368,0.109943180922895,3.84886551934514e-10,TRUE
"K01200: pullulanase ",-0.596621933940982,0.154678793272556,0.00071693002514381,TRUE
"K01206: alpha-L-fucosidase ",-0.304747387836109,0.0477305935496137,4.87136050176114e-09,TRUE
"K01208: cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase ",-0.98816551053858,0.168261164569626,8.41044727853662e-08,TRUE
"K01209: alpha-L-arabinofuranosidase ",-0.368994184544854,0.042209338032971,4.25410578129355e-16,TRUE
"K01227: mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase ",-0.743547410089214,0.173879599896939,0.000147415193978813,TRUE
"K01258: tripeptide aminopeptidase ",-0.114133100369466,0.0427420191111901,0.0256575064426311,TRUE
"K01262: Xaa-Pro aminopeptidase ",-0.208649613635305,0.038268811959425,7.4413181150228e-07,TRUE
"K01265: methionyl aminopeptidase ",-0.228157981183728,0.0597250855272508,0.000816482382493179,TRUE
"K01273: membrane dipeptidase ",-0.729157949314946,0.15270746578612,1.78576626967864e-05,TRUE
"K01299: carboxypeptidase Taq ",-0.842029842708213,0.184549023235571,4.51482979554997e-05,TRUE
"K01305: beta-aspartyl-dipeptidase (metallo-type) ",-0.491960269687722,0.10876183429948,5.33520549844957e-05,TRUE
"K01308: g-D-glutamyl-meso-diaminopimelate peptidase ",-0.508822086830415,0.146413782328055,0.0026599291787916,TRUE
"K01338: ATP-dependent Lon protease ",-0.35021139463309,0.0371879864526239,1.65422891905778e-18,TRUE
"K01356: repressor LexA ",-0.165442455931221,0.0555216503706591,0.0114452724967995,TRUE
"K01358: ATP-dependent Clp protease, protease subunit ",-0.176210408176522,0.0602425927978006,0.013226389436627,TRUE
"K01361: lactocepin ",-0.42319168556055,0.146025219951729,0.0142341749817968,TRUE
"K01420: CRP/FNR family transcriptional regulator, anaerobic regulatory protein",-0.322193174666642,0.117086756178101,0.0208526983265775,TRUE
"K01425: glutaminase ",-0.133080632460208,0.0481638512082322,0.0202271936869352,TRUE
"K01442: choloylglycine hydrolase ",-0.153527798083934,0.0469373784175741,0.00504278073838508,TRUE
"K01443: N-acetylglucosamine-6-phosphate deacetylase ",-0.221577243536783,0.0604275497074062,0.00141377053818915,TRUE
"K01448: N-acetylmuramoyl-L-alanine amidase ",-0.328744820532129,0.0462606088231585,6.08455629298397e-11,TRUE
"K01449: N-acetylmuramoyl-L-alanine amidase ",-0.346858266319858,0.11230256587277,0.008589337614558,TRUE
"K01457: allophanate hydrolase ",-0.925870481010191,0.164854104806359,3.17016823518708e-07,TRUE
"K01462: peptide deformylase ",-0.175891656020272,0.0614225060267188,0.0155638820603496,TRUE
"K01464: dihydropyrimidinase ",-0.335675188995452,0.13870197975827,0.0458070105058589,TRUE
"K01466: allantoinase ",-0.404649257470351,0.152169560325464,0.0263918253770602,TRUE
"K01468: imidazolonepropionase ",-0.221943048824005,0.059833834781262,0.00123206342643463,TRUE
"K01480: agmatinase ",-0.338525844382121,0.0658310822462035,3.37989077800703e-06,TRUE
"K01488: adenosine deaminase ",-0.420794403931692,0.106027287607225,0.000475709495870522,TRUE
"K01493: dCMP deaminase ",-0.247200230514197,0.0550266610344332,6.0821852389814e-05,TRUE
"K01495: GTP cyclohydrolase IA ",-0.137830018048783,0.0383266845863497,0.00178978739348684,TRUE
"K01515: ADP-ribose pyrophosphatase ",-0.171088585604298,0.0516172711309285,0.00442558158838524,TRUE
"K01520: dUTP pyrophosphatase ",-0.193106948556774,0.0606195090921765,0.00653087099363492,TRUE
"K01533: P-type Cu2+ transporter ",-0.212919457434962,0.0483916111747772,8.83860165743945e-05,TRUE
"K01534: Zn2+/Cd2+-exporting ATPase ",-0.375964241881952,0.08657176691825,0.000112508876969223,TRUE
"K01537: P-type Ca2+ transporter type 2C ",-0.248932404852648,0.0582071944034468,0.000147415193978813,TRUE
"K01548: potassium-transporting ATPase KdpC subunit",-0.215881066512101,0.0678408396780453,0.00659822793523825,TRUE
"K01560: 2-haloacid dehalogenase ",-0.499981102803905,0.148111375024106,0.00365570483993319,TRUE
"K01567: peptidoglycan-N-acetylmuramic acid deacetylase ",-0.609811092809542,0.109601999511064,4.10128793151691e-07,TRUE
"K01571: oxaloacetate decarboxylase (Na+ extruding) subunit alpha ",-0.641436324633614,0.0812291914271905,2.38245314304262e-13,TRUE
"K01572: NO_NAME",-0.177835330562217,0.056979683454079,0.00782223710179414,TRUE
"K01579: aspartate 1-decarboxylase ",-0.327693688460732,0.0545701144070526,4.07357986232537e-08,TRUE
"K01585: arginine decarboxylase ",-0.30026387987859,0.0587662689435056,3.91530946239561e-06,TRUE
"K01591: orotidine-5'-phosphate decarboxylase ",-0.204072271092167,0.0550938194929713,0.00125316765495599,TRUE
"K01610: phosphoenolpyruvate carboxykinase (ATP) ",-0.317868774951347,0.0623450540881821,4.1200676881173e-06,TRUE
"K01613: phosphatidylserine decarboxylase ",-0.218022339950084,0.0620900960999706,0.00236965300192149,TRUE
"K01619: deoxyribose-phosphate aldolase ",-0.257155463638977,0.0404781130251106,5.8536657796265e-09,TRUE
"K01620: threonine aldolase ",-0.28265699777697,0.0529924414107803,1.32674367745002e-06,TRUE
"K01625: 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase ",-0.24441237416026,0.085226632514675,0.0154520869970629,TRUE
"K01628: L-fuculose-phosphate aldolase ",-0.385057581544187,0.0690447690259689,3.85541952028466e-07,TRUE
"K01629: rhamnulose-1-phosphate aldolase ",-0.343922102952243,0.0560135223392225,1.96348426777922e-08,TRUE
"K01647: citrate synthase ",-0.361414025690403,0.0601350587069385,4.0187144540875e-08,TRUE
"K01652: acetolactate synthase I/II/III large subunit ",-0.302055526814621,0.0595642057903048,4.68401692692573e-06,TRUE
"K01657: anthranilate synthase component I ",-0.334607468020549,0.051005715342797,1.67052765096995e-09,TRUE
"K01658: anthranilate synthase component II ",-0.272430709788245,0.0707450218864375,0.000731745583500798,TRUE
"K01662: 1-deoxy-D-xylulose-5-phosphate synthase ",-0.211547280427553,0.0408813621548434,2.88428549722645e-06,TRUE
"K01665: para-aminobenzoate synthetase component I ",-0.546235325560307,0.172252077610305,0.0068070807134072,TRUE
"K01677: fumarate hydratase subunit alpha ",-0.447639541146068,0.13827773763155,0.00558161705552779,TRUE
"K01678: fumarate hydratase subunit beta ",-0.313273449356045,0.0852226882331316,0.00137530508936338,TRUE
"K01681: aconitate hydratase ",-0.326848793322184,0.0384850224137047,2.77163106516789e-15,TRUE
"K01685: altronate hydrolase ",-0.429538092204744,0.118446643000742,0.00162601506440795,TRUE
"K01686: mannonate dehydratase ",-0.223339600407647,0.062660494579028,0.00200275095324155,TRUE
"K01687: dihydroxy-acid dehydratase ",-0.160461715081789,0.0554659195940578,0.0144364692736127,TRUE
"K01696: tryptophan synthase beta chain ",-0.149943575717227,0.0620830368020305,0.0461963345613984,TRUE
"K01698: porphobilinogen synthase ",-0.484880220125142,0.0858373760164627,2.67378964492221e-07,TRUE
"K01710: dTDP-glucose 4,6-dehydratase ",-0.138583903304774,0.0401583285448955,0.00287358921187912,TRUE
"K01733: threonine synthase ",-0.123689012818749,0.0398872552195134,0.0082882676126544,TRUE
"K01734: methylglyoxal synthase ",-0.295620115109718,0.0457053307187644,2.98427585068966e-09,TRUE
"K01735: 3-dehydroquinate synthase ",-0.227648574474031,0.0629595458540907,0.00168048354745069,TRUE
"K01736: chorismate synthase ",-0.14731089137664,0.057448900915469,0.0329714777458083,TRUE
"K01737: 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase ",-0.147696953674654,0.0589916524511935,0.0379434153745555,TRUE
"K01738: cysteine synthase ",-0.287163232661349,0.0352337227120378,3.58583361554242e-14,TRUE
"K01740: O-acetylhomoserine (thiol)-lyase ",-0.374054323711556,0.0447430317812214,7.72787194241812e-15,TRUE
"K01745: histidine ammonia-lyase ",-0.121559323732933,0.0498029116242317,0.0438774692974717,TRUE
"K01749: hydroxymethylbilane synthase ",-0.296062058448207,0.113637237488042,0.029966942776214,TRUE
"K01752: L-serine dehydratase ",-0.375929984026165,0.0618788759753193,2.78333830435351e-08,TRUE
"K01754: threonine dehydratase ",-0.34899224749298,0.0397898178112928,3.52046763567032e-16,TRUE
"K01755: argininosuccinate lyase ",-0.209951873473869,0.0596782578632335,0.00232996243665757,TRUE
"K01759: lactoylglutathione lyase ",-0.288234670601939,0.0608732235714385,2.12228917927783e-05,TRUE
"K01778: diaminopimelate epimerase ",-0.264725245138539,0.0635193455142523,0.000221837787902753,TRUE
"K01783: ribulose-phosphate 3-epimerase ",-0.318010186969086,0.0481611796988366,1.28575930593143e-09,TRUE
"K01784: UDP-glucose 4-epimerase ",-0.200505852682645,0.0543415860049852,0.00131999235765859,TRUE
"K01785: aldose 1-epimerase ",-0.113658443545794,0.0378505096702914,0.0108666391235576,TRUE
"K01790: dTDP-4-dehydrorhamnose 3,5-epimerase ",-0.167608457245785,0.0524277888520377,0.00630135323621449,TRUE
"K01808: ribose 5-phosphate isomerase B ",-0.187781436466955,0.0353338410725145,1.4428826225569e-06,TRUE
"K01809: mannose-6-phosphate isomerase ",-0.268078623231064,0.0472492004440502,2.39014163299637e-07,TRUE
"K01811: alpha-D-xyloside xylohydrolase ",-0.405940790599852,0.0923895281404136,9.05264748360753e-05,TRUE
"K01812: glucuronate isomerase ",-0.278924063914902,0.0484009418190712,1.50754903757203e-07,TRUE
"K01813: L-rhamnose isomerase ",-0.283303305140786,0.0640343930249283,8.00931640088022e-05,TRUE
"K01815: 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase ",-0.364641358562158,0.0521989558423548,1.28350766603013e-10,TRUE
"K01817: phosphoribosylanthranilate isomerase ",-0.250907151342725,0.0589650986082559,0.000159902956001686,TRUE
"K01818: L-fucose/D-arabinose isomerase ",-0.17582049676941,0.0592905716929644,0.0118755096834574,TRUE
"K01835: phosphoglucomutase ",-0.354943187977931,0.0578157811982505,1.96348426777922e-08,TRUE
"K01839: phosphopentomutase ",-0.361211129049466,0.0916810703303042,0.000532832801482772,TRUE
"K01854: UDP-galactopyranose mutase ",-0.364234220001892,0.0959012572710505,0.000891370862117501,TRUE
"K01866: tyrosyl-tRNA synthetase ",-0.1458255276117,0.0567863187695519,0.0327602071964321,TRUE
"K01868: threonyl-tRNA synthetase ",-0.210034435304491,0.057906897522586,0.00162601506440795,TRUE
"K01869: leucyl-tRNA synthetase ",-0.180571456609278,0.0570622472315638,0.00693436661062607,TRUE
"K01872: alanyl-tRNA synthetase ",-0.171079958539908,0.0538847234848395,0.00673967123241718,TRUE
"K01873: valyl-tRNA synthetase ",-0.167372027669029,0.060635600211345,0.020360410549259,TRUE
"K01874: methionyl-tRNA synthetase ",-0.147768575552827,0.0565902051893521,0.0295376289294486,TRUE
"K01876: aspartyl-tRNA synthetase ",-0.176055144391455,0.0590962923474335,0.0114572163854398,TRUE
