"taxon","lfc_Case_statusPD","se_Case_statusPD","q_Case_statusPD","diff_Case_statusPD"
"K02334: DNA polymerase bacteriophage-type ",0.423839032741414,0.155785817866077,0.022635852609805,TRUE
"K02379: FdhD protein",0.41205544275147,0.16543509660562,0.0390852877641607,TRUE
"K02395: flagellar protein FlgJ",0.41127952997125,0.159277376120796,0.0317655097783282,TRUE
"K02427: 23S rRNA (uridine2552-2'-O)-methyltransferase ",0.712983723453339,0.177225078529275,0.000387526875646513,TRUE
"K02446: fructose-1,6-bisphosphatase II ",0.803865062388321,0.188446490932723,0.00015317484381393,TRUE
"K02454: general secretion pathway protein E ",0.585450925912912,0.178544352893134,0.00491290747382102,TRUE
"K02471: vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein",0.455279738977322,0.171431611939391,0.0265880316827753,TRUE
"K02483: two-component system, OmpR family, response regulator",0.572767891989425,0.14969963462069,0.000799657077705769,TRUE
"K02532: MFS transporter, OHS family, lactose permease",0.488185452106757,0.172756945896251,0.0171844669762253,TRUE
"K02535: UDP-3-O-",0.533902941764223,0.190027704834341,0.0179300213041312,TRUE
"K02554: 2-keto-4-pentenoate hydratase ",0.42722199171503,0.157129703595525,0.0227110752980264,TRUE
"K02626: arginine decarboxylase ",0.506737549245708,0.157139145928027,0.00576361607172584,TRUE
"K02653: type IV pilus assembly protein PilC",0.312291158168908,0.125672984142075,0.0395906533777674,TRUE
"K02683: DNA primase small subunit ",0.339858693669107,0.142445856560537,0.049201569924217,TRUE
"K02759: cellobiose PTS system EIIA component ",0.491253941526679,0.193505892179285,0.0348309904747729,TRUE
"K02760: cellobiose PTS system EIIB component ",0.484487139130937,0.18454167025261,0.0285458385811374,TRUE
"K02799: NO_NAME",0.44388456246035,0.172794913615891,0.0327203735092454,TRUE
"K02800: mannitol PTS system EIICBA or EIICB component ",0.44388456246035,0.172794913615891,0.0327203735092454,TRUE
"K02824: uracil permease",0.370302790707331,0.126693485360753,0.0132911929125688,TRUE
"K02825: pyrimidine operon attenuation protein / uracil phosphoribosyltransferase ",0.313339871199523,0.113993135047892,0.0209872524780954,TRUE
"K02843: heptosyltransferase II ",0.484071201782634,0.176324509911289,0.0211863411333554,TRUE
"K02851: UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase ",0.468295749548011,0.13239428971756,0.00218773372413396,TRUE
"K02869: large subunit ribosomal protein L12",0.403675171921318,0.157440885483076,0.0329714777458083,TRUE
"K02910: large subunit ribosomal protein L31e",0.519763818460316,0.171439806084914,0.0100486394404555,TRUE
"K02921: large subunit ribosomal protein L37Ae",0.496708799759302,0.156150656780749,0.00661751539079895,TRUE
"K02922: large subunit ribosomal protein L37e",0.425903139810783,0.163943106527464,0.0305416885601972,TRUE
"K02930: large subunit ribosomal protein L4e",0.432008524653744,0.168301803782934,0.0328150629659861,TRUE
"K02995: small subunit ribosomal protein S8e",0.377329537916905,0.14639040112103,0.0320755826705128,TRUE
"K03072: preprotein translocase subunit SecD",0.648717255225452,0.183797728990225,0.00224485498608772,TRUE
"K03074: preprotein translocase subunit SecF",0.596899639049877,0.163174146040442,0.00146068474545165,TRUE
"K03078: 3-dehydro-L-gulonate-6-phosphate decarboxylase ",0.609428722070866,0.181082321749817,0.00377827201766315,TRUE
"K03116: sec-independent protein translocase protein TatA",0.18124584490875,0.0752261413690142,0.0468299052833232,TRUE
"K03120: transcription initiation factor TFIID TATA-box-binding protein",0.404276609103319,0.153853616735469,0.0284582404847775,TRUE
"K03148: sulfur carrier protein ThiS adenylyltransferase ",0.608774182258751,0.181960373414093,0.00400929663052063,TRUE
"K03237: translation initiation factor 2 subunit 1",0.429090996937003,0.155402340018452,0.0203263784156117,TRUE
"K03243: translation initiation factor 5B",0.408875457181912,0.151790845696416,0.0242690250484865,TRUE
"K03263: translation initiation factor 5A",0.393772259851994,0.154805872593226,0.0344924085810706,TRUE
"K03264: translation initiation factor 6",0.46969229885402,0.169652911164114,0.0199698572700651,TRUE
"K03265: peptide chain release factor subunit 1",0.387705993810446,0.14814991234746,0.0290687224547753,TRUE
"K03286: OmpA-OmpF porin, OOP family",0.52524919659293,0.183617298538576,0.0156990763080278,TRUE
"K03297: small multidrug resistance pump",0.345882248594683,0.128644745205422,0.0245422891729174,TRUE
"K03311: branched-chain amino acid:cation transporter, LIVCS family",0.528688446765418,0.165793646785687,0.00647250785351665,TRUE
"K03327: multidrug resistance protein, MATE family",0.284404555397513,0.108270234683367,0.0284781687559518,TRUE
"K03330: glutamyl-tRNA(Gln) amidotransferase subunit E ",0.377726954389507,0.158007381754694,0.0486571965315557,TRUE
"K03386: peroxiredoxin (alkyl hydroperoxide reductase subunit C) ",0.418452554929682,0.0998737040021526,0.000204521769489251,TRUE
"K03420: proteasome regulatory subunit",0.348663769850943,0.144603778645248,0.0466351048115375,TRUE
"K03432: proteasome alpha subunit ",0.3858689950639,0.159482878052705,0.0458070105058589,TRUE
"K03433: proteasome beta subunit ",0.426791446227758,0.167188481624507,0.0337820911154308,TRUE
"K03549: KUP system potassium uptake protein",0.503466417558391,0.143318349325939,0.00236133720441972,TRUE
"K03587: cell division protein FtsI (penicillin-binding protein 3) ",0.316495279726626,0.119601143116326,0.0271167323232269,TRUE
"K03593: ATP-binding protein involved in chromosome partitioning",0.486408226254647,0.158734011654235,0.00919995355306095,TRUE
"K03605: hydrogenase maturation protease ",0.437751087455125,0.170410645701538,0.0327203735092454,TRUE
"K03646: colicin import membrane protein",0.418271814306197,0.14845049286963,0.0175615519966099,TRUE
"K03647: protein involved in ribonucleotide reduction",0.597423883454711,0.190578124002411,0.00754358355836538,TRUE
"K03667: ATP-dependent HslUV protease ATP-binding subunit HslU",0.966331469967457,0.183480277307141,1.83933536714131e-06,TRUE
"K03684: ribonuclease D ",0.47288625538225,0.168697289204449,0.0182000763269389,TRUE
"K03708: transcriptional regulator of stress and heat shock response",0.513998630613456,0.169083813202781,0.00984907259988753,TRUE
"K03724: ATP-dependent helicase Lhr and Lhr-like helicase ",0.731519812986954,0.163407266196147,6.51557416083385e-05,TRUE
"K03727: ATP-dependent RNA helicase HelY ",0.533942881378173,0.192398131746547,0.0196049784640906,TRUE
"K03733: integrase/recombinase XerC",0.293285994828413,0.109231916795526,0.0247902623340233,TRUE
"K03738: aldehyde:ferredoxin oxidoreductase ",0.440275511318125,0.156448963316508,0.0177306472873985,TRUE
"K03739: membrane protein involved in D-alanine export",0.426671734093891,0.16365692178025,0.0298657393146785,TRUE
"K03769: peptidyl-prolyl cis-trans isomerase C ",0.532874089106776,0.178112567056085,0.0111785714412067,TRUE
"K03780: L(+)-tartrate dehydratase beta subunit ",0.574367442606406,0.169090114673807,0.00341355535951766,TRUE
"K03799: heat shock protein HtpX ",0.401817858890122,0.129080406135825,0.00800773804930843,TRUE
"K03980: putative peptidoglycan lipid II flippase",0.490209419806489,0.16323981755652,0.0108666391235576,TRUE
"K04092: chorismate mutase ",0.657044915916152,0.217951717350056,0.0105241014671902,TRUE
"K04483: DNA repair protein RadA",0.397765784591139,0.154781571765026,0.0327092794509447,TRUE
"K04484: DNA repair protein RadB",0.363670537911883,0.145291696934881,0.0379809245217994,TRUE
"K04744: LPS-assembly protein",0.414169064090479,0.159620232945329,0.0307395756095252,TRUE
"K04767: acetoin utilization protein AcuB",0.445077271778451,0.186685685877426,0.0492894992753157,TRUE
"K04799: flap endonuclease-1 ",0.370779779860255,0.150310766513408,0.0412725574601495,TRUE
"K04800: replication factor C large subunit",0.40526558252453,0.150025265852864,0.0237642116336981,TRUE
"K04801: replication factor C small subunit",0.386537554308111,0.159760027298009,0.0458070105058589,TRUE
"K04802: proliferating cell nuclear antigen",0.415758684283888,0.1479521395802,0.0179300213041312,TRUE
"K04940: opine dehydrogenase ",0.597848252785526,0.170173356136311,0.00236133720441972,TRUE
"K05275: pyridoxine 4-dehydrogenase ",0.392623536216521,0.156507902954999,0.037505164140559,TRUE
"K05311: central glycolytic genes regulator",0.613267462004114,0.177297053800032,0.00280526008487982,TRUE
"K05523: D-lactate dehydratase / protein deglycase ",0.623890521997415,0.17505384556007,0.00200275095324155,TRUE
"K05814: sn-glycerol 3-phosphate transport system permease protein",0.463488645647018,0.180869727355186,0.0330187296950859,TRUE
"K05825: 2-aminoadipate transaminase ",0.481882412811576,0.200195232327177,0.0469698414794348,TRUE
"K05966: triphosphoribosyl-dephospho-CoA synthase ",0.479325269950008,0.158231625290511,0.0101085845781628,TRUE
"K05982: deoxyribonuclease V ",0.485839788511556,0.166544909829708,0.0134767723279943,TRUE
"K06019: pyrophosphatase PpaX ",0.420736984326574,0.166172115941445,0.0354174908210613,TRUE
"K06174: ATP-binding cassette, sub-family E, member 1",0.396531616119617,0.162430509419585,0.0438618753439487,TRUE
"K06188: aquaporin Z",0.475747177306494,0.169441857436242,0.0179983260966559,TRUE
"K06191: glutaredoxin-like protein NrdH",0.493763840378835,0.188096752683608,0.0285458385811374,TRUE
"K06286: septation ring formation regulator",0.331266471081144,0.12529045072516,0.0272483230177463,TRUE
"K06610: MFS transporter, SP family, inositol transporter",0.496217565772785,0.16493691914139,0.0107133863529015,TRUE
"K06861: lipopolysaccharide export system ATP-binding protein ",0.448822363052823,0.171237307292615,0.0288296205515957,TRUE
"K06863: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase ",0.414732671950156,0.165748223711562,0.0380396974991596,TRUE
"K06883: uncharacterized protein",0.477523226218384,0.162364339893078,0.0126827748962652,TRUE
"K06885: uncharacterized protein",0.354550074519227,0.146672677717975,0.0460090678685722,TRUE
"K06910: phosphatidylethanolamine-binding protein",0.961165573745567,0.17476923428106,5.86478468989477e-07,TRUE
"K06911: quercetin 2,3-dioxygenase ",0.364208881625626,0.137171769156637,0.02660490808535,TRUE
"K06915: uncharacterized protein",0.404985467996259,0.158020300068447,0.033018160932621,TRUE
"K06937: 7,8-dihydro-6-hydroxymethylpterin dimethyltransferase ",0.380310586240076,0.126011707153924,0.0104298400384453,TRUE
"K06975: uncharacterized protein",0.347423440650669,0.128025796773404,0.0230492750109371,TRUE
"K06990: MEMO1 family protein",0.461443847025172,0.164809313193663,0.0183502179241603,TRUE
"K06999: phospholipase/carboxylesterase",0.666360556746322,0.194837585405312,0.00318354092633046,TRUE
"K07006: uncharacterized protein",0.569915607859754,0.137232250365971,0.000235168038307244,TRUE
"K07038: inner membrane protein",0.471711270429387,0.177541211490907,0.0265216447694446,TRUE
"K07062: toxin FitB ",0.523630948778431,0.200030776282237,0.0290300257199224,TRUE
"K07069: uncharacterized protein",0.395691895705715,0.120234471247251,0.00473786029961816,TRUE
"K07118: uncharacterized protein",0.76631624753968,0.184668919056933,0.000237581003400603,TRUE
"K07120: uncharacterized protein",0.448920768093879,0.142930495858913,0.00740804494613191,TRUE
"K07150: uncharacterized protein",0.363970180514725,0.121860608150214,0.0112881164503392,TRUE
"K07172: antitoxin MazE",0.362795790200319,0.146510471142041,0.0404311525424623,TRUE
"K07304: peptide-methionine (S)-S-oxide reductase ",0.579840415670555,0.175426837045951,0.00453277925629915,TRUE
"K07305: peptide-methionine (R)-S-oxide reductase ",0.518742035470048,0.159736271020746,0.00540556333454042,TRUE
"K07315: phosphoserine phosphatase RsbU/P ",0.318128793334891,0.120370234498366,0.0273091023013581,TRUE
"K07343: DNA transformation protein and related proteins",0.41502619178934,0.147752877338162,0.017950042277117,TRUE
"K07393: glutathionyl-hydroquinone reductase ",0.443371986226656,0.170097696692031,0.0298853820399921,TRUE
"K07442: tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit ",0.513959677973286,0.184901581844057,0.0193939994259,TRUE
"K07490: ferrous iron transport protein C",0.52446175126837,0.200000873600316,0.028751165341071,TRUE
"K07503: endonuclease ",0.622942957486225,0.208834080380262,0.0113991681690926,TRUE
"K07557: archaeosine synthase alpha-subunit ",0.37854219774158,0.153255728333515,0.0410037628644394,TRUE
"K07571: S1 RNA binding domain protein",0.887922210642523,0.171515315480828,2.8698067782532e-06,TRUE
"K07580: Zn-ribbon RNA-binding protein",0.527820772574323,0.198540033676796,0.0264209651438978,TRUE
"K07657: two-component system, OmpR family, phosphate regulon response regulator PhoB",0.513941814812234,0.17213322634196,0.01131325504309,TRUE
"K07749: formyl-CoA transferase ",0.389299139197401,0.158747898187595,0.0427642496093301,TRUE
"K07792: anaerobic C4-dicarboxylate transporter DcuB",0.388779243223071,0.152980802003354,0.034680956524768,TRUE
"K08168: MFS transporter, DHA2 family, metal-tetracycline-proton antiporter",0.586478187479331,0.214287858701914,0.0216759779497762,TRUE
"K08177: MFS transporter, OFA family, oxalate/formate antiporter",0.542861717955177,0.150210941524779,0.00168951753893731,TRUE
"K08281: nicotinamidase/pyrazinamidase ",0.511146757427667,0.201249221924219,0.0347759200627974,TRUE
"K08296: phosphohistidine phosphatase ",0.557480353513594,0.194618345854209,0.0155422823546855,TRUE
"K08300: ribonuclease E ",0.638862034281933,0.181949853065548,0.00236965300192149,TRUE
"K08301: ribonuclease G ",0.377995790717849,0.0879563101241692,0.000135102018580909,TRUE
"K08744: cardiolipin synthase (CMP-forming) ",0.380082231978656,0.157275777729406,0.0460504663638741,TRUE
"K08963: methylthioribose-1-phosphate isomerase ",0.403742707179532,0.131950918196303,0.00930461318212187,TRUE
"K08972: putative membrane protein",0.578106161576832,0.174917107693224,0.00453277925629915,TRUE
"K08996: putative membrane protein",0.39129037867002,0.139971426721374,0.0185624923537558,TRUE
"K09001: anhydro-N-acetylmuramic acid kinase ",0.530817060256325,0.167061511908846,0.00669140820607051,TRUE
"K09007: GTP cyclohydrolase IB ",0.484622691976501,0.202677246937413,0.0486571965315557,TRUE
"K09009: uncharacterized protein",0.744876806361746,0.182446653331753,0.000308402813484108,TRUE
"K09015: Fe-S cluster assembly protein SufD",0.50520550909282,0.158595070253498,0.00653087099363492,TRUE
"K09118: uncharacterized protein",0.817670687438081,0.203401285486532,0.000391843925839337,TRUE
"K09128: uncharacterized protein",0.409190320063115,0.170353174576262,0.0475069614777653,TRUE
"K09131: uncharacterized protein",0.437535297658125,0.174427260746525,0.037505164140559,TRUE
"K09140: pre-rRNA-processing protein TSR3",0.404760753745892,0.152143951337395,0.0263243073146946,TRUE
"K09155: uncharacterized protein",0.505932797203584,0.1710429674029,0.0121008619859801,TRUE
"K09482: glutamyl-tRNA(Gln) amidotransferase subunit D ",0.426400987339929,0.166911334133799,0.0336578448463558,TRUE
"K09730: uncharacterized protein",0.36495246117856,0.142370176809589,0.0329966395182618,TRUE
"K09767: cyclic-di-GMP-binding protein",0.442026248373854,0.162337407134717,0.02250524761445,TRUE
"K09773: ",0.600054367211662,0.185414937802131,0.00559340582603914,TRUE
"K09800: translocation and assembly module TamB",0.565748647706616,0.178735218757375,0.00692338555253615,TRUE
"K09862: uncharacterized protein",0.579800194714184,0.198487647562702,0.0133511147170685,TRUE
"K09931: uncharacterized protein",0.280168133831563,0.104903392200995,0.0256476871203604,TRUE
"K09949: uncharacterized protein",0.431551801127438,0.177761411701325,0.0452148395017495,TRUE
"K09994: (aminoalkyl)phosphonate N-acetyltransferase ",0.378996893588787,0.152480919320265,0.0395593517622322,TRUE
"K10006: glutamate transport system permease protein",0.600790716568032,0.190322491275706,0.00708632758950656,TRUE
"K10007: glutamate transport system permease protein",0.550800217911989,0.195243242828242,0.0174057254994502,TRUE
"K10008: glutamate transport system ATP-binding protein ",0.639150312359738,0.211164860543446,0.0101683093164504,TRUE
"K10012: undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase ",0.431392578952796,0.175763109479924,0.0426103751994781,TRUE
"K10040: aspartate/glutamate/glutamine transport system permease protein",0.392262844607247,0.136449072239261,0.0151821986368213,TRUE
"K10201: N-acetylglucosamine transport system permease protein",0.31657868563249,0.130834997153327,0.0458070105058589,TRUE
"K10563: formamidopyrimidine-DNA glycosylase ",0.441697757804663,0.136073187046181,0.00542631087029307,TRUE
"K10747: DNA ligase 1 ",0.460249288055626,0.178068754055611,0.0315635355078452,TRUE
"K10805: acyl-CoA thioesterase II ",0.577672257073096,0.189880780598266,0.00980561376862279,TRUE
"K11065: thiol peroxidase, atypical 2-Cys peroxiredoxin ",0.475400442473196,0.163535138985642,0.0138773185720547,TRUE
"K11085: ATP-binding cassette, subfamily B, bacterial MsbA ",0.56382483574252,0.16432916308324,0.00307044385077361,TRUE
"K11646: 3-dehydroquinate synthase II ",0.39768320770269,0.156647635476652,0.0348309904747729,TRUE
"K11741: quaternary ammonium compound-resistance protein SugE",0.642253246435216,0.174500549445517,0.00135301407845163,TRUE
"K12940: aminobenzoyl-glutamate utilization protein A",0.544562818137251,0.182573999691655,0.0113991681690926,TRUE
"K13038: phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase ",0.55476335803717,0.159309106538352,0.00259820846762022,TRUE
"K13288: oligoribonuclease ",0.600048575141304,0.198772857208613,0.0104174593629108,TRUE
"K13527: proteasome-associated ATPase",0.590389805216655,0.205052844953514,0.0150027777393149,TRUE
"K13529: AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II ",0.407615279520907,0.163198829004532,0.0384292012133383,TRUE
"K13570: prokaryotic ubiquitin-like protein Pup",0.732783040826536,0.221327579684832,0.00446333309583835,TRUE
"K13571: proteasome accessory factor A ",0.604649667997055,0.211064221921829,0.0155422823546855,TRUE
"K13787: geranylgeranyl diphosphate synthase, type I ",0.511376033554536,0.184969879430094,0.0201651923468955,TRUE
"K13788: phosphate acetyltransferase ",0.6058983560672,0.182951438574947,0.00445576832786936,TRUE
"K14083: trimethylamine---corrinoid protein Co-methyltransferase ",0.621289233452094,0.172349982612992,0.00173949552573964,TRUE
"K14127: F420-non-reducing hydrogenase iron-sulfur subunit ",0.442219909975641,0.17499910840736,0.0358268603514808,TRUE
"K14534: 4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase ",0.300900511197982,0.122105959113342,0.0415260990065555,TRUE
"K14742: tRNA threonylcarbamoyladenosine biosynthesis protein TsaB",0.466954535012413,0.158584082033194,0.0125963264303965,TRUE
"K15539: cytoskeleton protein RodZ",0.440164714530374,0.169453463892715,0.030542030746695,TRUE
"K16012: ATP-binding cassette, subfamily C, bacterial CydC",0.363060055231615,0.142145761343825,0.0336779878015849,TRUE
"K16137: TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon",0.390980913383938,0.154453588983654,0.0354425042565945,TRUE
"K16147: starch synthase (maltosyl-transferring) ",0.511452331055928,0.184017951213852,0.0193939994259,TRUE
"K16148: alpha-maltose-1-phosphate synthase ",0.694185437391809,0.206316498083471,0.00378422978294928,TRUE
"K16209: lactose/raffinose/galactose permease",0.494252678859465,0.177186139706346,0.0188560395342809,TRUE
"K16235: S-methylmethionine transporter",0.6800040032586,0.193110340469967,0.00230495291635929,TRUE
"K16925: energy-coupling factor transport system substrate-specific component",0.582769680172948,0.228101216651801,0.0336578448463558,TRUE
"K17104: phosphoglycerol geranylgeranyltransferase ",0.366358687272177,0.147627870440555,0.0398925680769754,TRUE
"K17105: geranylgeranylglycerol-phosphate geranylgeranyltransferase ",0.373288355282915,0.150735358137892,0.0404311525424623,TRUE
"K17488: GTP cyclohydrolase IV ",0.394681221490408,0.153885151559234,0.0329714777458083,TRUE
"K17686: P-type Cu+ transporter ",0.469521550580022,0.169142345500146,0.0195824001569772,TRUE
"K17830: digeranylgeranylglycerophospholipid reductase ",0.432344154584391,0.161942200853957,0.0256741102567631,TRUE
"K17836: beta-lactamase class A ",0.381433953972104,0.154224646655001,0.0406692474237782,TRUE
"K18779: 7-cyano-7-deazaguanine tRNA-ribosyltransferase ",0.38854989577643,0.160649691535187,0.0458792123018093,TRUE
"K18830: HTH-type transcriptional regulator / antitoxin PezA",0.377635597912683,0.14797698223193,0.0338266907150662,TRUE
"K18933: tyrosine decarboxylase / aspartate 1-decarboxylase ",0.391430457425028,0.137247701188774,0.0160949415734373,TRUE
"K18955: WhiB family transcriptional regulator, redox-sensing transcriptional regulator",0.733488666649973,0.215454307072364,0.00333905278099044,TRUE
"K19268: methylaspartate mutase epsilon subunit ",0.352240436994793,0.135625339943931,0.0305495691011899,TRUE
"K19334: biofilm protein TabA",0.647178568014805,0.180603302815835,0.00187379115640405,TRUE
"K19577: MFS transporter, DHA1 family, inner membrane transport protein",0.400739022988281,0.167615369632122,0.0486571965315557,TRUE
"K21395: TRAP-type transport system periplasmic protein",0.394033245669632,0.162034367990486,0.0447604742037938,TRUE
"K21449: trimeric autotransporter adhesin",0.556515673846902,0.186601111481101,0.0113991681690926,TRUE
"K21908: membrane protein HdeD",0.439625573186892,0.160399562521987,0.0214594366007048,TRUE
"K22044: moderate conductance mechanosensitive channel",0.416880675579651,0.134972460830628,0.008589337614558,TRUE
