"taxon","lfc_diagnosis2IBD","se_diagnosis2IBD","q_diagnosis2IBD","diff_diagnosis2IBD"
"K01169: ribonuclease I (enterobacter ribonuclease) ",0.752671179406014,0.25408228160079,0.00704644536832838,TRUE
"K01175: esterase ",0.756889167728737,0.247712898728036,0.00558065466174125,TRUE
"K01185: lysozyme ",0.569039710180113,0.246778855650376,0.0356954053445656,TRUE
"K01194: alpha,alpha-trehalase ",0.593063911788583,0.270494486857987,0.0466802069000245,TRUE
"K01205: alpha-N-acetylglucosaminidase ",0.625853319847461,0.285150242624532,0.0464350826919247,TRUE
"K01222: 6-phospho-beta-glucosidase ",0.808645782902899,0.247543321401985,0.00340986862222189,TRUE
"K01226: trehalose-6-phosphate hydrolase ",0.943259973496603,0.25252925187035,0.000984094251994817,TRUE
"K01252: bifunctional isochorismate lyase / aryl carrier protein ",0.844609143236665,0.240844454429897,0.00194768527953611,TRUE
"K01255: leucyl aminopeptidase ",0.578437162457344,0.265184439625346,0.047862741990425,TRUE
"K01423: beta-barrel assembly-enhancing protease ",0.794557135300871,0.244438013546265,0.00352856215056692,TRUE
"K01467: beta-lactamase class C ",0.813514333471819,0.25256637250837,0.00378238879683614,TRUE
"K01484: succinylarginine dihydrolase ",0.710465025992288,0.222075377265827,0.00395204233112136,TRUE
"K01485: cytosine/creatinine deaminase ",0.739412385302824,0.226982919144219,0.0034740897601522,TRUE
"K01525: bis(5'-nucleosyl)-tetraphosphatase (symmetrical) ",0.849248638353875,0.247320075890566,0.00233274927920343,TRUE
"K01551: arsenite/tail-anchored protein-transporting ATPase ",0.82409922567292,0.319630640662209,0.0183038178575805,TRUE
"K01577: oxalyl-CoA decarboxylase ",0.622134264576488,0.242450388401911,0.0188755627489978,TRUE
"K01608: tartronate-semialdehyde synthase ",0.824614330068512,0.236958067889166,0.00208350174607499,TRUE
"K01631: 2-dehydro-3-deoxyphosphogalactonate aldolase ",0.829086282898006,0.239711198335188,0.00220040763612611,TRUE
"K01638: malate synthase ",0.727016553939543,0.247469625815538,0.00746026875313378,TRUE
"K01643: citrate lyase subunit alpha / citrate CoA-transferase ",1.0564957686268,0.248841299662298,0.000156640998571582,TRUE
"K01664: para-aminobenzoate synthetase component II ",0.727616826319748,0.243813669698701,0.00664767375435302,TRUE
"K01669: deoxyribodipyrimidine photo-lyase ",0.876389719657075,0.245616858688763,0.00163573851016727,TRUE
"K01690: phosphogluconate dehydratase ",0.650295837774234,0.242694733503176,0.0141406835669357,TRUE
"K01706: glucarate dehydratase ",0.662744386626038,0.248890220520873,0.0147270370270311,TRUE
"K01708: galactarate dehydratase ",0.61930671177396,0.214387165998174,0.00844733469125639,TRUE
"K01751: diaminopropionate ammonia-lyase ",0.781502248405577,0.266363849192163,0.00754079134700174,TRUE
"K01753: D-serine dehydratase ",0.81226741343605,0.231134486083417,0.00190355649555862,TRUE
"K01760: cysteine-S-conjugate beta-lyase ",0.872309533499572,0.250695403608008,0.00208350174607499,TRUE
"K01788: N-acylglucosamine-6-phosphate 2-epimerase ",0.688971225718973,0.233799707404673,0.00734743300165429,TRUE
"K01816: hydroxypyruvate isomerase ",0.595994927798126,0.224399325604792,0.0150188526853201,TRUE
"K01879: glycyl-tRNA synthetase beta chain ",0.615839679227407,0.251096959186592,0.0250101098549235,TRUE
"K01894: glutamyl-Q tRNA(Asp) synthetase ",0.638148400090928,0.233062024150483,0.0122745663746726,TRUE
"K01902: succinyl-CoA synthetase alpha subunit ",0.595547270308427,0.254238124304159,0.0326788358972065,TRUE
"K01910: [citrate (pro-3S)-lyase] ligase ",0.863657309138073,0.247581331997542,0.00203776582216548,TRUE
"K01920: glutathione synthase ",0.850469542626226,0.252695794134697,0.00275052155821996,TRUE
"K02000: glycine betaine/proline transport system ATP-binding protein ",1.04271320121588,0.265672305715111,0.000516497042282519,TRUE
"K02001: glycine betaine/proline transport system permease protein",1.08500216654984,0.263422407113908,0.000253245607764023,TRUE
"K02002: glycine betaine/proline transport system substrate-binding protein",0.728392674132474,0.236907696121392,0.00533156298919527,TRUE
"K02005: HlyD family secretion protein",0.574402428168741,0.245153444332542,0.0326504792288781,TRUE
"K02018: molybdate transport system permease protein",0.592288938941535,0.254010168105229,0.0334627111622238,TRUE
"K02043: GntR family transcriptional regulator, phosphonate transport system regulatory protein",0.77958788064017,0.23842689917371,0.00338783320951837,TRUE
"K02053: putative spermidine/putrescine transport system permease protein",0.547607446344935,0.232945172463833,0.0320559840062754,TRUE
"K02063: thiamine transport system permease protein",0.785627631230425,0.234270456553613,0.00283065436037676,TRUE
"K02064: thiamine transport system substrate-binding protein",0.572893824995167,0.230232145726477,0.0229115021975387,TRUE
"K02065: phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein",1.01975759642686,0.281437421210638,0.00137765640654245,TRUE
"K02067: phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein",0.847207786218334,0.275994282930096,0.00539564309057312,TRUE
"K02068: putative ABC transport system ATP-binding protein",1.03944878832058,0.258347049061624,0.000362297237972107,TRUE
"K02069: putative ABC transport system permease protein",0.738877344447001,0.240512853102312,0.00536159829308289,TRUE
"K02080: galactosamine-6-phosphate isomerase ",0.76571850569339,0.249110917794767,0.0053357450350312,TRUE
"K02083: allantoate deiminase ",0.584035183490643,0.223021100261551,0.0165446602546833,TRUE
"K02099: AraC family transcriptional regulator, arabinose operon regulatory protein",0.579264990531327,0.246524111510147,0.0321284198150535,TRUE
"K02100: MFS transporter, SP family, arabinose:H+ symporter",0.909482104093859,0.254879718644828,0.00163573851016727,TRUE
"K02170: pimeloyl-[acyl-carrier protein] methyl ester esterase ",0.940226957390894,0.268558586430159,0.00197305903949527,TRUE
"K02182: carnitine-CoA ligase ",0.716207121377024,0.233535188582725,0.00543747458725778,TRUE
"K02193: heme exporter protein A ",0.743467676665366,0.224401143123509,0.00309440272056728,TRUE
"K02195: heme exporter protein C",0.864890269168011,0.24498921825377,0.0018229600558521,TRUE
"K02197: cytochrome c-type biogenesis protein CcmE",0.559176359698286,0.256755394420573,0.0482490252936707,TRUE
"K02199: cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE",0.839625158400934,0.245927346730567,0.00245098802668724,TRUE
"K02200: cytochrome c-type biogenesis protein CcmH",0.75099319433655,0.240839292616519,0.00484994017995907,TRUE
"K02221: YggT family protein",0.593775155273859,0.260264617361684,0.0378393452052332,TRUE
"K02297: cytochrome o ubiquinol oxidase subunit II ",0.797744781967628,0.259412213497035,0.00533028864134434,TRUE
"K02299: cytochrome o ubiquinol oxidase subunit III",0.830971676069527,0.256472118637041,0.0036224488598825,TRUE
"K02300: cytochrome o ubiquinol oxidase subunit IV",0.883076109998106,0.252860070527871,0.0020226081690719,TRUE
"K02317: DNA replication protein DnaT",0.810771436580602,0.244273562661612,0.00305093132002911,TRUE
"K02361: isochorismate synthase ",0.77321505443818,0.238277302810235,0.00357492780944611,TRUE
"K02381: FdrA protein",0.814644063661687,0.232911277585786,0.00198885886931446,TRUE
"K02386: flagella basal body P-ring formation protein FlgA",0.707443451590362,0.238434012910166,0.00695639130631268,TRUE
"K02390: flagellar hook protein FlgE",0.620279926930538,0.239528073969837,0.017802723132106,TRUE
"K02391: flagellar basal-body rod protein FlgF",0.713738313867521,0.228157202250766,0.00472367180156211,TRUE
"K02395: flagellar protein FlgJ",0.831198342619619,0.255729243495239,0.00352856215056692,TRUE
"K02399: flagella synthesis protein FlgN",0.69590610462702,0.249911490855196,0.0109479482031169,TRUE
"K02415: flagellar FliL protein",0.807784945300103,0.23900006599633,0.00265861706722036,TRUE
"K02417: flagellar motor switch protein FliN/FliY",0.803197810095633,0.245032160857449,0.00332587106226388,TRUE
"K02425: regulator of sigma S factor FliZ",0.643271320325458,0.223929559639882,0.00879228583135043,TRUE
"K02427: 23S rRNA (uridine2552-2'-O)-methyltransferase ",0.838581900431622,0.278930857320895,0.0063173414803178,TRUE
"K02430: DeoR family transcriptional regulator, L-fucose operon activator",0.867887578542273,0.252235494427234,0.0022864337436721,TRUE
"K02441: GlpG protein",0.78273583173752,0.245360113247382,0.00403138383439326,TRUE
"K02446: fructose-1,6-bisphosphatase II ",1.15372606947832,0.276785435230088,0.000209658901218993,TRUE
"K02452: general secretion pathway protein C",0.703950508860704,0.245121902880048,0.00880116299748261,TRUE
"K02454: general secretion pathway protein E ",0.649469836132895,0.272017668637797,0.0293463139228481,TRUE
"K02467: arabinose 5-phosphate isomerase ",0.734641687021246,0.234593037187771,0.00469853556910175,TRUE
"K02468: DeoR family transcriptional regulator, glucitol operon repressor",0.822313194550162,0.24679622471762,0.00295692194586131,TRUE
"K02471: vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein",0.63865337930394,0.265816349784549,0.0282575583234029,TRUE
"K02477: two-component system, LytTR family, response regulator",0.648296890513689,0.239828804602746,0.0133353353917258,TRUE
"K02478: two-component system, LytTR family, sensor kinase ",0.980906275498313,0.259682238807565,0.000865120078657887,TRUE
"K02484: two-component system, OmpR family, sensor kinase ",0.658205935361412,0.237719683737057,0.0113873256125344,TRUE
"K02485: two-component system, response regulator",0.841814905321201,0.239236459821657,0.00187746392405484,TRUE
"K02494: outer membrane lipoprotein LolB",0.70866690887569,0.230541860080932,0.0053357450350312,TRUE
"K02495: oxygen-independent coproporphyrinogen III oxidase ",0.766391493160044,0.224183421987584,0.00243597388405007,TRUE
"K02498: HemY protein",0.960110234286806,0.253701877948242,0.000845899211207153,TRUE
"K02504: protein transport protein HofB",0.700643918774375,0.236767952450793,0.00710023325767739,TRUE
"K02505: protein transport protein HofC",0.677400402518856,0.243022786279753,0.0108823868003727,TRUE
"K02507: protein transport protein HofQ",0.773267472777794,0.242363302681938,0.00403138383439326,TRUE
"K02521: LysR family transcriptional regulator, positive regulator for ilvC",0.717617761330794,0.24411344198391,0.0074491701033833,TRUE
"K02526: 2-keto-3-deoxygluconate permease",0.716668103360305,0.232194299775195,0.00518401114349196,TRUE
"K02550: glycolate permease",0.653452574863537,0.227133045991395,0.00872076570255723,TRUE
"K02553: regulator of ribonuclease activity A",0.731220267105895,0.236964822029976,0.00519188358543836,TRUE
"K02560: lauroyl-Kdo2-lipid IVA myristoyltransferase ",0.795418271232234,0.237562865699189,0.00286644248828504,TRUE
"K02565: N-acetylglucosamine repressor",0.692326686735175,0.238228037520002,0.00811264539745017,TRUE
"K02573: ferredoxin-type protein NapG",0.769751888709674,0.239466463116761,0.00382281039937696,TRUE
"K02574: ferredoxin-type protein NapH",0.657875081939267,0.226597650993909,0.00817445567144802,TRUE
"K02575: MFS transporter, NNP family, nitrate/nitrite transporter",0.892502227922504,0.252313607204413,0.00178697294442546,TRUE
"K02598: nitrite transporter",0.895217373881912,0.249008001003424,0.00151286044407932,TRUE
"K02682: prepilin peptidase dependent protein D",0.817867012088409,0.240613838879175,0.00255101869935803,TRUE
"K02686: primosomal replication protein N",0.710908348051899,0.276974267952105,0.0188642901251976,TRUE
"K02688: transcriptional regulator, propionate catabolism operon regulatory protein",0.64779907132571,0.226720257041901,0.00911909762487412,TRUE
"K02745: N-acetylgalactosamine PTS system EIIB component ",0.809213925731064,0.250642635863573,0.0037165710948693,TRUE
"K02752: NO_NAME",0.625005723312157,0.228732843856143,0.0124329718461044,TRUE
"K02753: beta-glucoside (arbutin/salicin/cellobiose) PTS system EIICB component ",0.625005723312157,0.228732843856143,0.0124329718461044,TRUE
"K02759: cellobiose PTS system EIIA component ",0.905355337531554,0.246877427665573,0.00121369829648364,TRUE
"K02760: cellobiose PTS system EIIB component ",0.75162954709574,0.241816426662339,0.00497119537656785,TRUE
"K02761: cellobiose PTS system EIIC component",0.92642225644077,0.248044323515642,0.000984094251994817,TRUE
"K02778: glucose PTS system EIIB component ",0.635974283522601,0.256382114986104,0.0233259855150479,TRUE
"K02779: glucose PTS system EIICB or EIICBA component ",0.635974283522601,0.256382114986104,0.0233259855150479,TRUE
"K02782: glucitol/sorbitol PTS system EIIB component ",0.667991707249699,0.239388805240705,0.0107976902280452,TRUE
"K02783: glucitol/sorbitol PTS system EIIC component",0.75184922062875,0.269960407768047,0.0109456882244489,TRUE
"K02790: NO_NAME",0.85117559520513,0.244858630682251,0.00209103043428721,TRUE
"K02791: maltose/glucose PTS system EIICB component ",0.85117559520513,0.244858630682251,0.00209103043428721,TRUE
"K02796: mannose PTS system EIID component",0.626927389369203,0.241888476677022,0.0177300259500642,TRUE
"K02799: NO_NAME",0.836251396738455,0.26915821622261,0.00498195628593574,TRUE
"K02800: mannitol PTS system EIICBA or EIICB component ",0.836251396738455,0.26915821622261,0.00498195628593574,TRUE
"K02805: dTDP-4-amino-4,6-dideoxygalactose transaminase ",0.810678796322209,0.233572714783028,0.00212754014321846,TRUE
"K02806: nitrogen PTS system EIIA component ",0.544719467233993,0.251063051921027,0.049027672304728,TRUE
"K02818: NO_NAME",0.964820099780436,0.240195934357153,0.000367641035459957,TRUE
"K02819: trehalose PTS system EIIBC or EIIBCA component ",0.964820099780436,0.240195934357153,0.000367641035459957,TRUE
"K02841: heptosyltransferase I ",0.659546981951646,0.234086879602294,0.0100811211115376,TRUE
"K03071: preprotein translocase subunit SecB",0.750906619664575,0.275320666482664,0.0125811169669222,TRUE
"K03072: preprotein translocase subunit SecD",0.817768800541164,0.272169073212846,0.0063426195046036,TRUE
"K03078: 3-dehydro-L-gulonate-6-phosphate decarboxylase ",0.821294393041263,0.246000074035571,0.00292335141704715,TRUE
"K03098: apolipoprotein D and lipocalin family protein",0.786373418582225,0.23925901969334,0.00328362231744698,TRUE
"K03117: sec-independent protein translocase protein TatB",0.830466981648162,0.25862734715455,0.00386002354983535,TRUE
"K03119: taurine dioxygenase ",0.687242009673869,0.242120448307992,0.00953952681009665,TRUE
"K03148: sulfur carrier protein ThiS adenylyltransferase ",1.06459809412648,0.270268601579793,0.000489969956380539,TRUE
"K03179: 4-hydroxybenzoate polyprenyltransferase ",0.6801233632889,0.250906270300597,0.0131028595853943,TRUE
"K03181: chorismate--pyruvate lyase ",0.738081176241894,0.257640306507594,0.00896497985415919,TRUE
"K03184: 3-demethoxyubiquinol 3-hydroxylase ",0.689831485515576,0.225401818257045,0.00551909244413237,TRUE
"K03185: 2-octaprenyl-6-methoxyphenol hydroxylase ",0.833170110291215,0.240082241274732,0.00212754014321846,TRUE
"K03273: D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase ",2.12603559544688,0.250923093259767,8.28335754514006e-15,TRUE
"K03286: OmpA-OmpF porin, OOP family",0.871308032097319,0.274969498705612,0.0042575376109737,TRUE
"K03289: MFS transporter, NHS family, nucleoside permease",0.750334108977989,0.23189238527007,0.00366551963492025,TRUE
"K03291: MFS transporter, SET family, sugar efflux transporter",0.634938007909309,0.227246189028564,0.0107004099701466,TRUE
"K03299: gluconate:H+ symporter, GntP family",0.552525264397662,0.238941131183451,0.035105312917374,TRUE
"K03307: solute:Na+ symporter, SSS family",0.649376083118565,0.22101120282114,0.00745871439454526,TRUE
"K03311: branched-chain amino acid:cation transporter, LIVCS family",1.14756885152899,0.26428497131424,0.000106662373283849,TRUE
"K03322: manganese transport protein",0.808938769872205,0.246153958521169,0.00328362231744698,TRUE
"K03329: amino acid exporter",0.531462144260589,0.21991999828203,0.0273828129461827,TRUE
"K03417: methylisocitrate lyase ",0.815793866034801,0.235846629851528,0.00220040763612611,TRUE
"K03435: LacI family transcriptional regulator, fructose operon transcriptional repressor",0.720452900833842,0.256830918072071,0.0103838511645972,TRUE
"K03449: MFS transporter, CP family, cyanate transporter",0.866145652296636,0.25147251199706,0.00227294751364589,TRUE
"K03455: monovalent cation:H+ antiporter-2, CPA2 family",0.746375962801901,0.267255644444589,0.0107279584140345,TRUE
"K03472: D-erythrose 4-phosphate dehydrogenase ",0.807629571246346,0.26002868044453,0.00498914402196041,TRUE
"K03485: LacI family transcriptional regulator, trehalose operon repressor",0.886341123688472,0.241351602615204,0.00119576875369001,TRUE
"K03487: LacI family transcriptional regulator, asc operon repressor",0.772566796540704,0.241914260719511,0.00400465434935323,TRUE
"K03532: trimethylamine-N-oxide reductase (cytochrome c), cytochrome c-type subunit TorC",0.738284647233389,0.239608721192018,0.00525275452323854,TRUE
"K03535: MFS transporter, ACS family, glucarate transporter",0.658944202517047,0.235184452144643,0.0104617753326438,TRUE
"K03543: membrane fusion protein, multidrug efflux system",0.935945193974977,0.246287654379942,0.00080006478210813,TRUE
"K03554: recombination associated protein RdgC",0.500503138183658,0.222810015744674,0.0410203383416366,TRUE
"K03559: biopolymer transport protein ExbD",0.860958837532704,0.286856656260034,0.00638930883998132,TRUE
"K03560: biopolymer transport protein TolR",0.968920798296767,0.253590222313125,0.000742027514623143,TRUE
"K03566: LysR family transcriptional regulator, glycine cleavage system transcriptional activator",0.724805660498828,0.250496685272432,0.00835374759029576,TRUE
"K03568: TldD protein",0.861025949339537,0.260580614137128,0.00315562824572747,TRUE
"K03573: DNA mismatch repair protein MutH",0.692494095247704,0.254126951315688,0.0126547746487187,TRUE
"K03576: LysR family transcriptional regulator, regulator for metE and metH",0.810184157437108,0.253947445282984,0.00403138383439326,TRUE
"K03587: cell division protein FtsI (penicillin-binding protein 3) ",0.696059721053458,0.266059883647243,0.016647020156327,TRUE
"K03590: cell division protein FtsA",0.578720934392339,0.225210585253201,0.0187145078314209,TRUE
"K03592: PmbA protein",0.751611997931929,0.246920258132237,0.00576347689712373,TRUE
"K03593: ATP-binding protein involved in chromosome partitioning",0.895696245451288,0.259491913222926,0.00224341682612367,TRUE
"K03597: sigma-E factor negative regulatory protein RseA",0.96105099218447,0.251266407734484,0.000732991700345011,TRUE
"K03598: sigma-E factor negative regulatory protein RseB",0.960255256518114,0.250922526199002,0.000728330162815819,TRUE
"K03599: stringent starvation protein A",0.793025667100142,0.256315062015561,0.00509808389104941,TRUE
"K03600: stringent starvation protein B",0.86669969175898,0.251198684996705,0.00224407575827768,TRUE
"K03603: GntR family transcriptional regulator, negative regulator for fad regulon and positive regulator of fabA",0.768311228019098,0.24876134517749,0.00516277908481669,TRUE
"K03605: hydrogenase maturation protease ",1.06584511734355,0.269866442130522,0.000470002217526346,TRUE
"K03619: hydrogenase-1 operon protein HyaE",0.669427194461482,0.246084159330642,0.0128077619188561,TRUE
"K03620: Ni/Fe-hydrogenase 1 B-type cytochrome subunit",0.783860823713085,0.2394297162296,0.0033586086727737,TRUE
"K03632: chromosome partition protein MukB",0.58662597500715,0.217829050097033,0.0136518641351307,TRUE
"K03635: molybdopterin synthase catalytic subunit ",0.566395398120575,0.255425205817172,0.0440329126751506,TRUE
"K03636: sulfur-carrier protein",0.752253964605835,0.250598903202768,0.00638495866635168,TRUE
"K03638: molybdopterin adenylyltransferase ",0.701120855363792,0.240683264875959,0.00795483764883084,TRUE
"K03645: negative modulator of initiation of replication",0.596033732565456,0.258565591396668,0.0357410945708711,TRUE
"K03668: heat shock protein HslJ",0.720318930183857,0.238930776767231,0.00620422529105123,TRUE
"K03669: membrane glycosyltransferase ",0.79209283884617,0.233817227828472,0.00262518892244807,TRUE
